block	category	source_text	current_translation	recommended_translation	status	source_location	object_context	neighbouring_strings	layout_risk	where_to_fix	notes
Dialogue	dialogue	I just remembered! I have my cigar box with me.. We could send a message in it, couldn’t we?	Напомнил! У меня есть коробка для сигар.. Мы могли бы отправить в ней сообщение, не так ли?		done	:	type=TextAsset; name=dialogues	Well, one thing’s for sure it snapped the fishnet, so it better be worth it! | Oh no.. I broke the net.. Sorry.. I just hope whatever is in this chest makes up for it. | help_signal_01 || … | … | help_signal_02	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I just-..  I just wanna live long enough to take a well-earned, relaxing shower..	Я просто-.. Я просто хочу прожить достаточно долго, чтобы почувствовать приятный душ..		done	:	type=TextAsset; name=dialogues	… You smell awful. | late_days_14_02 | Just how much longer do we have to keep fightin’, bud? || Don’t stress it.. We’ve been stranded out here a long time. | late_days_15_01 | I swear, my hair’s getting grayer by the day… Hey, what’s that look?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I made a promise to protect them. I failed.	Я дал слово их защитить. И подвёл.		done	:	type=TextAsset; name=dialogues	early_days_06_01 | Hoping I made a good impression on my crew, what ya’ think? | I hope that they didn’t think I.. or my hobbies were weird.. || early_days_06_02 | They’re probably laughing at us this moment, watching from the skies.. | But I’m sure they’d be proud of us, right now.. We’re managing. We’re s- surviving..	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I mean, I’ll give it a shot. Let’s see.. hmm...	Я имею в виду, я попробую. Давай посмотрим... хм...		done	:	type=TextAsset; name=dialogues	… | help_craftfromjunk_02 | … || … | help_craftfromjunk_win_01 | …	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I might have to take something from the junk box to cushion my head tonight…	Может, мне придётся что-то взять из коробки с мусором, чтобы подушить голову сегодня ночью...		done	:	type=TextAsset; name=dialogues	The air is getting way too humid around here… | late_days_05_02 | If only we had fire to cook it with… without burning the planks, obviously.. || Makes my gun more likely to jam. | late_days_06_01 | Y’know, I’ve been wondering… Why did this ‘company’ offer such a high payout for us?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I miss Fred… H- he would have already started singing some dumb sailor’s song for us..	Мне скучно по Фреду… О- он бы уже начал петь какую-нибудь глупую песню для нас..		done	:	type=TextAsset; name=dialogues	The ocean… Do not mistake calm for safety. That’s how people disappear. | early_days_04_01 | Lau’ would’ve already started a small garden on this boat, haha! || Frederik was great at giving directions. He would have definitely sped up getting us home. | early_days_05_01 | It’s pretty windy here.. I should’ve brought a spare jacket from.. his wardrobe. Hah!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I miss my plants… That’s all. Sorry, I don’t have anything to say today…	Мне нравятся мои растения... Вот и всё. Прости, я ничего сказать не могу сегодня...		done	:	type=TextAsset; name=dialogues	… Nothing to say today. | nothing_02 | Nothing to talk about today except the weather… It’s a nice one we’re having today, aye? || … I’m out of words today, I guess. | nothing_03 | Hmm… My beard looks nice today. That’s all I can say.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I overslept again… Do you need rest tomorrow night? I can stay up if you want.	Я опять проспал... Тебе нужен отдых завтра ночью? Я могу остаться в этом ночи, если хочешь.		done	:	type=TextAsset; name=dialogues	Nights getting rough? I can help you get through the next one. | help_guardyou_night_01_b | Guess what! Night guard duty’s back on the menu. Say the word if ya want a problem-free... || You look like someone who has not slept in a while. Let me take the night. | help_guardyou_night_02 | What do you say?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I swear last night I heard singing… It was spooky, but also calming. A voice singing my own name…	О, прошлой ночью я слышал пение… Оно было устрашающим, но и успокаивающим. Голос, который пел моё имя…		done	:	type=TextAsset; name=dialogues	Eh, you’re probably right.. I wouldn’t risk dying this way. Back to the sea, it goes! | G- good call.. On second thought, I wouldn’t want to risk eating this.. | prenightlore_01_01 || Last night, I- I heard a voice.. similar to mine. It was.. singing? | I heard a voice last night. Sounded like a woman in the distance. But I saw no one. | prenightlore_01_02	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I swear, my hair’s getting grayer by the day… Hey, what’s that look?	Свяжись со мной, мои волосы становятся серыми каждый день… Эй, что это за шум?		done	:	type=TextAsset; name=dialogues	I just-.. I just wanna live long enough to take a well-earned, relaxing shower.. | Don’t stress it.. We’ve been stranded out here a long time. | late_days_15_01 || If I were a plant… | In this tiny boat.. Even my peg leg is starting to ache. | late_days_15_02	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I think I’ll just gaze at the clouds for the rest of the day, ‘kay?	Я думаю, что буду просто смотреть на облака весь день, 'окей?		done	:	type=TextAsset; name=dialogues	My head feels heavy, I- I’m really tired.. | … | feels_out_of_energy_02 || S- Sorry, I won’t be much of a help today.. | … | previous_night_react_01_01	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I think.. I feel dizzy and – my h- head hurts… Might be from too much sun exposure..	Я думаю.. Я чувствую головокружение и - у меня болит голова... Может быть, от слишком длительного пребывания на солнце..		done	:	type=TextAsset; name=dialogues	… | feels_sick_02_01 | Eugh… My stomach hurts. Might have been too much seafood, yeah? || … | feels_sick_02_02 | I can handle a lot.. except stale fish, I suppose.. You better double-check what you ea...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I think.. I see something green growing between the planks.. t- this can only mean one thing…	Я думаю... Я вижу что-то зеленое растет между досками.. это может значить только одно...		done	:	type=TextAsset; name=dialogues	But if you start singing a sea shanty, I will personally abandon ship. | late_days_03_01 | One more day out here and I’m gonna start naming the planks. This one is Jeff. Say hi, ... || .. We should compete to see which one of us is more resilient. | late_days_03_02 | … Jeff says hi.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I think… I- I’m having a reverse mirage.. I’m starting to see land in the ocean..	Я думаю... у меня начинается обратный зеркальный образ - я начинаю видеть суши в океане..		done	:	type=TextAsset; name=dialogues	When I die, I want my ashes mixed with gunpowder… then fired into the sky. | late_days_17_01 | I.. I thought I heard voices. But there’s only fish… Can fish talk here? Did you hear t... || Hold yourself together. We cannot give up now. | late_days_18_01 | I’d imagine this is worse than when you sued the company for your botched surgery.. yeah?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I tried to bring some stuff with me, too, but this is all I could get, look.	Я попытался взять с собой что-то, но это все, что смог получить, посмотри.		done	:	type=TextAsset; name=dialogues	.. Whatever. Look. We might end up using this, take it. | start_item_02 | Aye, look what I found! This might help us later aye? Here, have it. || .. Anyway… Also, take this, just had it lying around.. | start_food_01 | Well, I could not bring anything with me, but I found some food on the way. We can share!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	unknown	I tried to bring some stuff with myself, too, but this is all I could get, look.	Я тоже пытался взять с собой кое-что, но смог добыть только это, смотри.		done	:	type=MonoBehaviour; name=DialogText		medium: verify multiline fit	review block context before source_queue change	unclassified candidate; MonoBehaviour length-prefixed string; script=unknown:2177; length=80
Dialogue	dialogue	I wanna see the face of the guy who got us into this mess…	Хочу увидеть лицо того, кто нас в эту беду ввел...		done	:	type=TextAsset; name=dialogues	.. Like they knew this could happen? D- did they think I’d freak out if I knew? | Why be so damn secretive? | late_days_09_01 || And we never even knew who our contractor was.. They kept him a secret. | They told me ‘The Contractor’ would always be watching us.. | late_days_09_02	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I was practicing.	Я просто практиковался.		done	:	type=TextAsset; name=dialogues	late_days_20_03 | What kind of bird wants to smoke, huh? | S- So naturally, I scraped up whatever dirt I could find and planted it. Look at her.. ... || Tries To Help | help_explore_map_01 | You know what, bud! Let’s try using that map of yours. Maybe we find something useful o...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I will make sure this is the last ship they ever sink.	Я убедлюсь, что это будет последний корабль, который они когда-либо потопят.		done	:	type=TextAsset; name=dialogues	early_days_02_02 | Ha! Ha! Ha! …It’s me. | Well, let’s try to be like some really, really sturdy plants.. okay? || early_days_03_01 | This place is way too quiet, y’know? My sailor’s gut’s telling me we’re drifting toward... | I- I don’t like how empty the ocean is.. It feels wrong. Not even any plants, or just.....	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I wish I had more lives… y’know? Just one might be enough to get us outta here, huh?	Я бы хотел иметь больше жизней... знаешь? Может быть, одна достаточно, чтобы выбраться отсюда, да?		done	:	type=TextAsset; name=dialogues	M- my brother warned me not to take this job. Thought he was being overprotective... Oh... | Still chasing that dream of yours, by the way? You know... that one. | late_days_19_01 || When I was a kid, my friends used to whisper rumors about the sea… | Hmm.. ‘The Heart of the Sea’… | late_days_19_02	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I brought some dried lavender in my bag... I- it helps when I feel anxious.	Я- я взял с собой в походе сухой лаванда... Она помогает, когда я чувствую себя тревожно.		done	:	type=TextAsset; name=dialogues	The least I can do now is not give up on them. | early_days_07_01 | Sorry if the smoke’s bothering you, pal. I need my pipe wherever I go.. Hope you get me! || .. I would rather perish by my own gun than by the sea. What about you..? | early_days_08_01 | Ya’ think you could win an arm wrestle against me?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I don’t feel so well… I think I am getting seasick. But I’ll manage, don’t worry..	Я- я себя плохо чувствую... Думаю, что у меня морская тошнота. Но я справлюсь, не волнуйся..		done	:	type=TextAsset; name=dialogues	Reaction To Environment | feels_sick_01_01 | Buddy, I’ll be honest.. I don’t feel so well… I’m on the verge of throwing up, actually. || … | feels_sick_01_02 | Don’t think I’m giving up that easy, though!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I don’t like how empty the ocean is.. It feels wrong. Not even any plants, or just.. kelp.	Я- я не люблю, как пусто в океане.. Оно кажется неправильным. Даже растений нет, или просто.. листья морского солома.		done	:	type=TextAsset; name=dialogues	I will make sure this is the last ship they ever sink. | early_days_03_01 | This place is way too quiet, y’know? My sailor’s gut’s telling me we’re drifting toward... || The ocean… Do not mistake calm for safety. That’s how people disappear. | early_days_04_01 | Lau’ would’ve already started a small garden on this boat, haha!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I grabbed this on the way, an obvious pick, but we will need it, for sure..	Я- я схватил это на пути, очевидный выбор, но мы точно будем им нуждаться..		done	:	type=TextAsset; name=dialogues	… | start_special_woman_01 | … || … | start_special_who_01 | …	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I mean all we know is he literally calls himself ‘The Contractor’..	Я-я имею в виду, всё, что мы знаем, — он буквально называет себя «Заказчиком»..		done	:	type=TextAsset; name=dialogues	They told me ‘The Contractor’ would always be watching us.. | late_days_09_02 | The only thing we know about him is that he calls himself ‘The Contractor’.. What a wei... || Was that supposed to be a joke? Or are they actually watching us suffer right now? | late_days_10_01 | They said the Contractor considered this his most important job to offer… and we messed...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I miss my crew already.. And I really miss my plants. They were everything to me..	Я- я уже скучаю по своей команде.. И очень скучаю по своим растениям. Они были для меня всем..		done	:	type=TextAsset; name=dialogues	.. Let’s just hope it doesn’t like small wooden boats. | day_one_03_01 | So many memories with Dorothy… And now it’s under the ocean.. || .. I’m not sold on the idea that all this was a coincidence. | day_one_03_02 | .. With all its shiny, metallic glory. It and the crew meant everything to me, buddy. Y...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I should have brought something here, too.. I only had some leftovers, if we get hungry..	Я-я тоже должна была что-нибудь прихватить.. У меня были только остатки еды, если мы проголодаемся..		done	:	type=TextAsset; name=dialogues	.. Anyway… Also, take this, just had it lying around.. | start_food_01 | Well, I could not bring anything with me, but I found some food on the way. We can share! || … Forget it.. Let’s focus.. Also, I brought a can with me, too. | start_special_man_01 | Guess what! I just dragged this here, we can always have a use for this. Told you I hav...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I think the sea has moods. She was sad yesterday. I could feel it.	Я- я думаю, что море имеет настроение. Оно было грустным вчера. Я чувствовал это.		done	:	type=TextAsset; name=dialogues	.. Let’s just hope you’re being overly pessimistic. | early_days_10_01 | Every time I light this pipe, I think of her… || This gun is not for threats, by the way.. It is for warnings. | Late Days Dialogues | late_days_01_01	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- if the Contractor had a heart, he’d be looking for us… right?	Е-если бы у Заказчика было сердце, он бы нас искал… правда?		done	:	type=TextAsset; name=dialogues	The Contractor’s probably not gonna be happy we failed the job… | late_days_11_01 | Ugh… This Contractor guy’s probably a rich, heartless jerk who treats people like us as... || Huh… ‘Contractor.’ What a heartless skunk. | late_days_12_01 | Y’know, these waters… they’re telling me this wasn’t any ordinary transport mission..	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- it looks like there are a lot of fish today... We should try to catch some.	И-извини, кажется, сегодня здесь много рыбы... Давай попробуем поймать.		done	:	type=TextAsset; name=dialogues	Looks like we are getting somewhere. Be careful, now. | reactdayenv_fishes_03 | Heyho! Looks like tons of fishies are here today! We should try catching some! || Lots of fish today. Let’s catch some. | Special | seagulls_on_boat_01_01	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- it’s not that likely we’re on this map, but if we are, then we should find some islands.. Right?	Ну-ну, вероятно, мы не на этой карте, но если и находимся, то надо найти какие-то острова.. Ну да?		done	:	type=TextAsset; name=dialogues	… OK. | help_explore_map_04 | Let me tell ya’, this map is really.. interesting. We should try finding one of the nea... || .. If this has our current location, we should focus on finding one of the islands A.S.... | help_explore_map_05 | Looking at this, pal, we’re days away from reaching any land, so let’s make ourselves c...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I’m getting pretty uncomfortable around this many.. seagulls	Я- я уже довольно неудобно чувствую себя вокруг такого количества.. корабельных гulls		done	:	type=TextAsset; name=dialogues	Even more of them seagulls.. Gosh. | seagulls_on_boat_03_01 | Did that gull just invite the whole family to our boat? This is starting to get ridicul... || That is way too many seagulls. And my limit was one. | found_heart_piece_01_01 | …	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I’m glad we have all this stuff on the boat. I can see us going for days with it...	Я- я рад, что у нас такое куча всего на лодке. Я вижу, как мы могли бы провести дни с этим...		done	:	type=TextAsset; name=dialogues	Stay cautious. They might still be onto us. | day_one_04_01 | We’ve got tons of stuff here, by the way! Great job getting it all on the boat, pal! || The boat is pretty well-packed. We can manage for a while with what we’ve got. | day_one_05_01 | This boat looks pretty empty, bud. We should’ve brought more stuff with us, shouldn’t we?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I’m sure this much salty water isn’t doing my small seedlings any good, oh dear...	Я- я уверен, что столько солёной воды не делает моим маленьким рассадам никакого вреда, ой боже...		done	:	type=TextAsset; name=dialogues	.. I’m not sold on the idea that all this was a coincidence. | day_one_03_02 | .. With all its shiny, metallic glory. It and the crew meant everything to me, buddy. Y... || Stay cautious. They might still be onto us. | day_one_04_01 | We’ve got tons of stuff here, by the way! Great job getting it all on the boat, pal!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I- I’ve lost track of the days we’ve been here already. If only I had a way to write them down..	Я- я уже сбилась со счёта, сколько дней мы здесь. Вот бы было куда их записывать..		done	:	type=TextAsset; name=dialogues	If I am ever not on this boat when you wake up… assume the worst. | late_days_02_01 | With Dorothy sunk, we need a new name for this dinghy we’re on… || Sitting and staring out on this boat is rather boring for you too, I assume… | late_days_02_02 | How about ‘The Brown Floater’? Bloater for short, of course. I’m open to better names, ...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I-.. Overslept. So I’ll think I can stay up this night and guard, while you rest..	Я-.. проспал. Так что я думаю, что могу остаться в этом ночи и стоять на охране, а вы отдыхайте..		done	:	type=TextAsset; name=dialogues	… | help_guardyou_night_01 | Y’know what? I feel helpful today! I can guard you tonight so you have a restful night’... || Nights getting rough? I can help you get through the next one. | help_guardyou_night_01_b | Guess what! Night guard duty’s back on the menu. Say the word if ya want a problem-free...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I-I could not see a thing last night, It was way too foggy..	Я-я ничего не видела прошлой ночью, было слишком туманно..		done	:	type=TextAsset; name=dialogues	Also, it was singing. Singing your name. | prenightlore_02_01 | Last night was pretty foggy, right? I swear I could make out figures from the fog. || Last night had more fog than usual… and that fog… | prenightlore_02_02 | Just kidding.. I’m only trying to spook you. For the laughs! Or am I..?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I-I’m sorry about last night. I hope waking you wasn’t too much of a bother.	И-извини за вчера. Надеюсь, что пробуждение тебя не было слишком утомительным.		done	:	type=TextAsset; name=dialogues	.. Hmm. Somebody had an unusual night. | previous_night_react_05_01 | Sorry about last night! Sleeping’s really tough when you’re seasick, let me tell ya’! || .. Thanks for waking up last night. | reactdayenv_puddle_01 | Darn! M’shoes got all soggy!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I-… I can’t see the others.. This is bad. Did they actually…? No, it can’t be..	Я-… Я не вижу других.. Это плохо. Они действительно...? Нет, это не может быть..		done	:	type=TextAsset; name=dialogues	Day One Texts | day_one_01_01 | Y’know.. I’m really bummed about the ship and the crew.. They were family to me, you ge... || There is no chance that the others have survived. | day_one_01_02 | I’m sure they would want us to keep going though, let’s not lose hope so quickly..!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I..  I thought I heard voices. But there’s only fish… Can fish talk here? Did you hear them too?	Я.. думал, что слышал голоса. Но здесь только рыба... Может ли рыба говорить здесь? Ты их тоже услышал?		done	:	type=TextAsset; name=dialogues	Well.. if I don’t make it.. c- could you take care of my plants for me, please? | When I die, I want my ashes mixed with gunpowder… then fired into the sky. | late_days_17_01 || I think… I- I’m having a reverse mirage.. I’m starting to see land in the ocean.. | Hold yourself together. We cannot give up now. | late_days_18_01	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	If either of us makes it out alive… we should get a new ship- one named after those we lost.. ‘kay?	Если мы выживем... давайте возьмем новое судно - названное по тем, кого мы потеряли.. 'окей?		done	:	type=TextAsset; name=dialogues	I’d be a dry, tired, tattered little shrub, barely hanging on.. | You know about phantom pain, don’t you? When something’s gone, but it still hurts like ... | late_days_16_01 || Well.. if I don’t make it.. c- could you take care of my plants for me, please? | When I die, I want my ashes mixed with gunpowder… then fired into the sky. | late_days_17_01	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	If I am ever not on this boat when you wake up… assume the worst.	Если когда-нибудь я не буду на этой лодке, когда ты проснешься... Предположь худшее.		done	:	type=TextAsset; name=dialogues	late_days_01_01 | Next time we get stranded, I’m bringin’ a deck of cards.. And a looooot of beer. | D- Don’t worry, I’m not seasick. I’m just… emotionally wavy today. || late_days_02_01 | With Dorothy sunk, we need a new name for this dinghy we’re on… | I- I’ve lost track of the days we’ve been here already. If only I had a way to write th...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	If I were a plant…	Будь я растением…		done	:	type=TextAsset; name=dialogues	Don’t stress it.. We’ve been stranded out here a long time. | late_days_15_01 | I swear, my hair’s getting grayer by the day… Hey, what’s that look? || In this tiny boat.. Even my peg leg is starting to ache. | late_days_15_02 | Ya’ think I’m bald? Under this hat is the most magnificent hair you’ve ever seen!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	If only we had fire to cook it with… without burning the planks, obviously..	Если бы только у нас было огонь, чтобы приготовить... без того чтобы сжечь доски, конечно..		done	:	type=TextAsset; name=dialogues	T- this deck’s getting more and more uncomfortable to sleep on by the day… | The air is getting way too humid around here… | late_days_05_02 || I might have to take something from the junk box to cushion my head tonight… | Makes my gun more likely to jam. | late_days_06_01	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	If there is someone behind this with intent..	Если кто-то стоит за спиной с намерением..		done	:	type=TextAsset; name=dialogues	early_days_02_01 | The sea’s probably just testing us. Or messing with us for fun. Let’s see who gets the ... | L-Lots of plants are actually pretty used to harsh environments… || early_days_02_02 | Ha! Ha! Ha! …It’s me. | Well, let’s try to be like some really, really sturdy plants.. okay?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	In this tiny boat.. Even my peg leg is starting to ache.	В этой маленькой лодке.. Даже моя пирожная нога начинает болеть.		done	:	type=TextAsset; name=dialogues	late_days_15_01 | I swear, my hair’s getting grayer by the day… Hey, what’s that look? | If I were a plant… || late_days_15_02 | Ya’ think I’m bald? Under this hat is the most magnificent hair you’ve ever seen! | I’d be a dry, tired, tattered little shrub, barely hanging on..	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	It felt alive.	Оно чувствовалось живым.		done	:	type=TextAsset; name=dialogues	prenightlore_02_02 | Just kidding.. I’m only trying to spook you. For the laughs! Or am I..? | And it didn’t help that it was moving in all.. weird kinds of ways. L- like, it had a m... || prenightlore_03_01 | Did you see that last night? It was like.. a great tentacle.. thing, in the distance! A... | Weird.. t- the boat was rumbling in an odd way last night..	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	It felt so real. Like it could’ve actually happened, and I’d believe it.	Оно казалось так реальным. Как будто это могло действительно случиться, и я бы поверил в это.		done	:	type=TextAsset; name=dialogues	I had the weirdest dream last night... L- lots of glowing eyes, just staring at me. And... | Once I had a nightmare.. The sea was watching me. With golden, glowing eyes. | flashback_question_01 || .. But the dream felt.. real? Do you think it meant something? | What’s with that look? Had a similar dream before? | speciality_active	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	It was a rough last night, for sure.. Thought I wasn’t seasick, but that.. was something else, yeah?	Вчера ночью было непросто, точно.. Думал, что не мореходец, но это.. было что-то другое, да?		done	:	type=TextAsset; name=dialogues	A- are you okay? You look really hurt.. Please, be more careful! J- just hang in there,... | .. Where did you get those scars? | previous_night_react_03_01 || M- my clothes got soggy and I was freezing last night.. I hope the weather gets better.. | .. My jacket got all wet. | previous_night_react_04_01	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	It.. It looks like we’re way too far away from any shores.. We’re going to row for a few.. days.	Ой... Похоже, мы слишком далеко от берегов.. Нам придется плыть еще несколько... дней.		done	:	type=TextAsset; name=dialogues	.. If this has our current location, we should focus on finding one of the islands A.S.... | help_explore_map_05 | Looking at this, pal, we’re days away from reaching any land, so let’s make ourselves c... || .. Unless someone finds us, we’re expected to be stuck here for a few days. Let’s focus. | help_explore_scuba_01 | Cool diving gear you got there, buddy! Can I give it a go? I could try finding somethin...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	It’s not exactly comfy wearing the same clothes this long...	Точно не комфортно носить одежду так долго...		done	:	type=TextAsset; name=dialogues	And if I am right, maybe it’s time you ask yourself if they’re worth keeping. | late_days_14_01 | Days.. weeks… I smell like aged tuna that’s been thrown up.. twice. || … You smell awful. | late_days_14_02 | Just how much longer do we have to keep fightin’, bud?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	It’s okay. We might get hungrier later..  I- It’s better to save every bite we can for ourselves.	Это нормально. Мы можем проголодаться позже.. Лучше сохранять каждую жеваемую кусочку себе.		done	:	type=TextAsset; name=dialogues	… | bait_from_food_04 | More food for us, right? Hah, all right then! || … | hunt_with_gun_01 | …	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	It’s pretty windy here.. I should’ve brought a spare jacket from.. his wardrobe. Hah!	Здесь довольно ветрено.. Надо было прихватить запасную куртку из.. его шкафа. Ха!		done	:	type=TextAsset; name=dialogues	I miss Fred… H- he would have already started singing some dumb sailor’s song for us.. | Frederik was great at giving directions. He would have definitely sped up getting us home. | early_days_05_01 || I felt safer when.. He.. was there. H- he had a lot of weapons and tools, for any situa... | I feel deep grief for Laurel. She didn’t deserve this. Neither of us did. But especiall... | early_days_06_01	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I’d be a dry, tired, tattered little shrub, barely hanging on..	Из меня вышел бы сухой, усталый, потрёпанный кустик, едва держащийся..		done	:	type=TextAsset; name=dialogues	In this tiny boat.. Even my peg leg is starting to ache. | late_days_15_02 | Ya’ think I’m bald? Under this hat is the most magnificent hair you’ve ever seen! || You know about phantom pain, don’t you? When something’s gone, but it still hurts like ... | late_days_16_01 | If either of us makes it out alive… we should get a new ship- one named after those we ...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Dialogue	dialogue	I’d imagine this is worse than when you sued the company for your botched surgery.. yeah?	Я бы сказал, что это хуже, чем когда ты подавал искру на компанию за свою неудачную операцию.. да?		done	:	type=TextAsset; name=dialogues	I think… I- I’m having a reverse mirage.. I’m starting to see land in the ocean.. | Hold yourself together. We cannot give up now. | late_days_18_01 || M- my brother warned me not to take this job. Thought he was being overprotective... Oh... | Still chasing that dream of yours, by the way? You know... that one. | late_days_19_01	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
