source	file	byte_offset	length	object_path_id	script	gameobject_path_id	gameobject_name	kind
UnityEngine.Object, UnityEngine	level4	2156380	31	10296	UnityEngine.UI:UnityEngine.UI.Slider	2811	Slider	mono_string_candidate
Normal	level4	2156664	6	10297	UnityEngine.UI:UnityEngine.UI.Button	2951	Settings	mono_string_candidate
Highlighted	level4	2156676	11	10297	UnityEngine.UI:UnityEngine.UI.Button	2951	Settings	mono_string_candidate
Pressed	level4	2156692	7	10297	UnityEngine.UI:UnityEngine.UI.Button	2951	Settings	mono_string_candidate
Selected	level4	2156704	8	10297	UnityEngine.UI:UnityEngine.UI.Button	2951	Settings	mono_string_candidate
Disabled	level4	2156716	8	10297	UnityEngine.UI:UnityEngine.UI.Button	2951	Settings	mono_string_candidate
PauseMenu, Assembly-CSharp	level4	2156760	26	10297	UnityEngine.UI:UnityEngine.UI.Button	2951	Settings	mono_string_candidate
OpenSettings	level4	2156792	12	10297	UnityEngine.UI:UnityEngine.UI.Button	2951	Settings	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2156824	31	10297	UnityEngine.UI:UnityEngine.UI.Button	2951	Settings	mono_string_candidate
Normal	level4	2157544	6	10301	UnityEngine.UI:UnityEngine.UI.Button	2847	SettingsPanel_Reset	mono_string_candidate
Highlighted	level4	2157556	11	10301	UnityEngine.UI:UnityEngine.UI.Button	2847	SettingsPanel_Reset	mono_string_candidate
Pressed	level4	2157572	7	10301	UnityEngine.UI:UnityEngine.UI.Button	2847	SettingsPanel_Reset	mono_string_candidate
Selected	level4	2157584	8	10301	UnityEngine.UI:UnityEngine.UI.Button	2847	SettingsPanel_Reset	mono_string_candidate
Disabled	level4	2157596	8	10301	UnityEngine.UI:UnityEngine.UI.Button	2847	SettingsPanel_Reset	mono_string_candidate
SettingsMenu, Assembly-CSharp	level4	2157640	29	10301	UnityEngine.UI:UnityEngine.UI.Button	2847	SettingsPanel_Reset	mono_string_candidate
RestoreDefaultSettings	level4	2157676	22	10301	UnityEngine.UI:UnityEngine.UI.Button	2847	SettingsPanel_Reset	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2157720	31	10301	UnityEngine.UI:UnityEngine.UI.Button	2847	SettingsPanel_Reset	mono_string_candidate
Normal	level4	2159992	6	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
Highlighted	level4	2160004	11	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
Pressed	level4	2160020	7	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
Selected	level4	2160032	8	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
Disabled	level4	2160044	8	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level4	2160132	29	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
UpdateVolumeSFX	level4	2160168	15	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2160204	31	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level4	2160272	29	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
UpdateVolumeSFX	level4	2160308	15	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2160344	31	10316	UnityEngine.UI:UnityEngine.UI.Slider	2667	Slider	mono_string_candidate
Normal	level4	2161832	6	10327	UnityEngine.UI:UnityEngine.UI.Button	2948	yes	mono_string_candidate
Highlighted	level4	2161844	11	10327	UnityEngine.UI:UnityEngine.UI.Button	2948	yes	mono_string_candidate
Pressed	level4	2161860	7	10327	UnityEngine.UI:UnityEngine.UI.Button	2948	yes	mono_string_candidate
Selected	level4	2161872	8	10327	UnityEngine.UI:UnityEngine.UI.Button	2948	yes	mono_string_candidate
Disabled	level4	2161884	8	10327	UnityEngine.UI:UnityEngine.UI.Button	2948	yes	mono_string_candidate
SettingsMenu, Assembly-CSharp	level4	2161928	29	10327	UnityEngine.UI:UnityEngine.UI.Button	2948	yes	mono_string_candidate
ConfirmResolution	level4	2161964	17	10327	UnityEngine.UI:UnityEngine.UI.Button	2948	yes	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2162004	31	10327	UnityEngine.UI:UnityEngine.UI.Button	2948	yes	mono_string_candidate
Normal	level4	2164088	6	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
Highlighted	level4	2164100	11	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
Pressed	level4	2164116	7	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
Selected	level4	2164128	8	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
Disabled	level4	2164140	8	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level4	2164228	29	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
UpdateVolumeMusic	level4	2164264	17	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2164304	31	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level4	2164372	29	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
UpdateVolumeMusic	level4	2164408	17	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2164448	31	10342	UnityEngine.UI:UnityEngine.UI.Slider	2999	Slider	mono_string_candidate
Normal	level4	2164744	6	10343	UnityEngine.UI:UnityEngine.UI.Button	2815	Quit	mono_string_candidate
Highlighted	level4	2164756	11	10343	UnityEngine.UI:UnityEngine.UI.Button	2815	Quit	mono_string_candidate
Pressed	level4	2164772	7	10343	UnityEngine.UI:UnityEngine.UI.Button	2815	Quit	mono_string_candidate
Selected	level4	2164784	8	10343	UnityEngine.UI:UnityEngine.UI.Button	2815	Quit	mono_string_candidate
Disabled	level4	2164796	8	10343	UnityEngine.UI:UnityEngine.UI.Button	2815	Quit	mono_string_candidate
PauseMenu, Assembly-CSharp	level4	2164840	26	10343	UnityEngine.UI:UnityEngine.UI.Button	2815	Quit	mono_string_candidate
QuitGame	level4	2164872	8	10343	UnityEngine.UI:UnityEngine.UI.Button	2815	Quit	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2164900	31	10343	UnityEngine.UI:UnityEngine.UI.Button	2815	Quit	mono_string_candidate
Assets/UniStorm Weather System/Resources/Components/Resources/UniStorm Data.asset	level4	2165248	81	10344	Assembly-CSharp:UniStorm.UniStormSystem	2796	UniStorm URP System	mono_string_candidate
Player	level4	2165384	6	10344	Assembly-CSharp:UniStorm.UniStormSystem	2796	UniStorm URP System	mono_string_candidate
FPS Player	level4	2165396	10	10344	Assembly-CSharp:UniStorm.UniStormSystem	2796	UniStorm URP System	mono_string_candidate
MainCamera	level4	2165412	10	10344	Assembly-CSharp:UniStorm.UniStormSystem	2796	UniStorm URP System	mono_string_candidate
Main Camera	level4	2165428	11	10344	Assembly-CSharp:UniStorm.UniStormSystem	2796	UniStorm URP System	mono_string_candidate
Respawn	level4	2168396	7	10344	Assembly-CSharp:UniStorm.UniStormSystem	2796	UniStorm URP System	mono_string_candidate
Respawn	level4	2168532	7	10344	Assembly-CSharp:UniStorm.UniStormSystem	2796	UniStorm URP System	mono_string_candidate
Normal	level4	2177512	6	10348	UnityEngine.UI:UnityEngine.UI.Button	2760	Accept	mono_string_candidate
Highlighted	level4	2177524	11	10348	UnityEngine.UI:UnityEngine.UI.Button	2760	Accept	mono_string_candidate
Pressed	level4	2177540	7	10348	UnityEngine.UI:UnityEngine.UI.Button	2760	Accept	mono_string_candidate
Selected	level4	2177552	8	10348	UnityEngine.UI:UnityEngine.UI.Button	2760	Accept	mono_string_candidate
Disabled	level4	2177564	8	10348	UnityEngine.UI:UnityEngine.UI.Button	2760	Accept	mono_string_candidate
game_controller, Assembly-CSharp	level4	2177608	32	10348	UnityEngine.UI:UnityEngine.UI.Button	2760	Accept	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2177680	31	10348	UnityEngine.UI:UnityEngine.UI.Button	2760	Accept	mono_string_candidate
Dead by the Sea.	level4	2179892	16	10354	Assembly-CSharp:game_controller	2504	GameController	mono_string_candidate
Your friend is sleeping with the fishes.	level4	2180464	40	10354	Assembly-CSharp:game_controller	2504	GameController	mono_string_candidate
You lost an item to the sea.	level4	2180508	28	10354	Assembly-CSharp:game_controller	2504	GameController	mono_string_candidate
Something broke during the night.	level4	2180540	33	10354	Assembly-CSharp:game_controller	2504	GameController	mono_string_candidate
You did not sleep very well.	level4	2180580	28	10354	Assembly-CSharp:game_controller	2504	GameController	mono_string_candidate
You feel weak.	level4	2180612	14	10354	Assembly-CSharp:game_controller	2504	GameController	mono_string_candidate
Help may be on the way...	level4	2180632	25	10354	Assembly-CSharp:game_controller	2504	GameController	mono_string_candidate
Normal	level4	2182584	6	10365	UnityEngine.UI:UnityEngine.UI.Scrollbar	2955	Scrollbar	mono_string_candidate
Highlighted	level4	2182596	11	10365	UnityEngine.UI:UnityEngine.UI.Scrollbar	2955	Scrollbar	mono_string_candidate
Pressed	level4	2182612	7	10365	UnityEngine.UI:UnityEngine.UI.Scrollbar	2955	Scrollbar	mono_string_candidate
Selected	level4	2182624	8	10365	UnityEngine.UI:UnityEngine.UI.Scrollbar	2955	Scrollbar	mono_string_candidate
Disabled	level4	2182636	8	10365	UnityEngine.UI:UnityEngine.UI.Scrollbar	2955	Scrollbar	mono_string_candidate
Normal	level4	2182936	6	10366	UnityEngine.UI:UnityEngine.UI.Button	2478	no	mono_string_candidate
Highlighted	level4	2182948	11	10366	UnityEngine.UI:UnityEngine.UI.Button	2478	no	mono_string_candidate
Pressed	level4	2182964	7	10366	UnityEngine.UI:UnityEngine.UI.Button	2478	no	mono_string_candidate
Selected	level4	2182976	8	10366	UnityEngine.UI:UnityEngine.UI.Button	2478	no	mono_string_candidate
Disabled	level4	2182988	8	10366	UnityEngine.UI:UnityEngine.UI.Button	2478	no	mono_string_candidate
SettingsMenu, Assembly-CSharp	level4	2183032	29	10366	UnityEngine.UI:UnityEngine.UI.Button	2478	no	mono_string_candidate
RevertResolution	level4	2183068	16	10366	UnityEngine.UI:UnityEngine.UI.Button	2478	no	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2183104	31	10366	UnityEngine.UI:UnityEngine.UI.Button	2478	no	mono_string_candidate
Normal	level4	2184264	6	10375	UnityEngine.UI:UnityEngine.UI.Button	2736	Resume	mono_string_candidate
Highlighted	level4	2184276	11	10375	UnityEngine.UI:UnityEngine.UI.Button	2736	Resume	mono_string_candidate
Pressed	level4	2184292	7	10375	UnityEngine.UI:UnityEngine.UI.Button	2736	Resume	mono_string_candidate
Selected	level4	2184304	8	10375	UnityEngine.UI:UnityEngine.UI.Button	2736	Resume	mono_string_candidate
Disabled	level4	2184316	8	10375	UnityEngine.UI:UnityEngine.UI.Button	2736	Resume	mono_string_candidate
PauseMenu, Assembly-CSharp	level4	2184360	26	10375	UnityEngine.UI:UnityEngine.UI.Button	2736	Resume	mono_string_candidate
Resume	level4	2184392	6	10375	UnityEngine.UI:UnityEngine.UI.Button	2736	Resume	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2184420	31	10375	UnityEngine.UI:UnityEngine.UI.Button	2736	Resume	mono_string_candidate
Normal	level4	2184712	6	10376	UnityEngine.UI:UnityEngine.UI.Button	2592	RunButton	mono_string_candidate
Highlighted	level4	2184724	11	10376	UnityEngine.UI:UnityEngine.UI.Button	2592	RunButton	mono_string_candidate
Pressed	level4	2184740	7	10376	UnityEngine.UI:UnityEngine.UI.Button	2592	RunButton	mono_string_candidate
Selected	level4	2184752	8	10376	UnityEngine.UI:UnityEngine.UI.Button	2592	RunButton	mono_string_candidate
Disabled	level4	2184764	8	10376	UnityEngine.UI:UnityEngine.UI.Button	2592	RunButton	mono_string_candidate
game_controller, Assembly-CSharp	level4	2184808	32	10376	UnityEngine.UI:UnityEngine.UI.Button	2592	RunButton	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2184880	31	10376	UnityEngine.UI:UnityEngine.UI.Button	2592	RunButton	mono_string_candidate
Normal	level4	2185320	6	10378	Unity.TextMeshPro:TMPro.TMP_InputField	2652	InputNightResult	mono_string_candidate
Highlighted	level4	2185332	11	10378	Unity.TextMeshPro:TMPro.TMP_InputField	2652	InputNightResult	mono_string_candidate
Pressed	level4	2185348	7	10378	Unity.TextMeshPro:TMPro.TMP_InputField	2652	InputNightResult	mono_string_candidate
Selected	level4	2185360	8	10378	Unity.TextMeshPro:TMPro.TMP_InputField	2652	InputNightResult	mono_string_candidate
Disabled	level4	2185372	8	10378	Unity.TextMeshPro:TMPro.TMP_InputField	2652	InputNightResult	mono_string_candidate
Normal	level4	2186584	6	10385	UnityEngine.UI:UnityEngine.UI.Button	2723	BackToMenu	mono_string_candidate
Highlighted	level4	2186596	11	10385	UnityEngine.UI:UnityEngine.UI.Button	2723	BackToMenu	mono_string_candidate
Pressed	level4	2186612	7	10385	UnityEngine.UI:UnityEngine.UI.Button	2723	BackToMenu	mono_string_candidate
Selected	level4	2186624	8	10385	UnityEngine.UI:UnityEngine.UI.Button	2723	BackToMenu	mono_string_candidate
Disabled	level4	2186636	8	10385	UnityEngine.UI:UnityEngine.UI.Button	2723	BackToMenu	mono_string_candidate
PauseMenu, Assembly-CSharp	level4	2186680	26	10385	UnityEngine.UI:UnityEngine.UI.Button	2723	BackToMenu	mono_string_candidate
BackToMenu	level4	2186712	10	10385	UnityEngine.UI:UnityEngine.UI.Button	2723	BackToMenu	mono_string_candidate
UnityEngine.Object, UnityEngine	level4	2186744	31	10385	UnityEngine.UI:UnityEngine.UI.Button	2723	BackToMenu	mono_string_candidate
Normal	level4	2188440	6	10397	UnityEngine.UI:UnityEngine.UI.Toggle	2814	Item	mono_string_candidate
Highlighted	level4	2188452	11	10397	UnityEngine.UI:UnityEngine.UI.Toggle	2814	Item	mono_string_candidate
Pressed	level4	2188468	7	10397	UnityEngine.UI:UnityEngine.UI.Toggle	2814	Item	mono_string_candidate
Selected	level4	2188480	8	10397	UnityEngine.UI:UnityEngine.UI.Toggle	2814	Item	mono_string_candidate
Disabled	level4	2188492	8	10397	UnityEngine.UI:UnityEngine.UI.Toggle	2814	Item	mono_string_candidate
Sleeping with the Fishes	level5	272588	24	1717	Unity.TextMeshPro:TMPro.TextMeshProUGUI	5	fate_text	tmp_m_text
"Shipmates sunk with the ship.
Captain Whiskers may wander the sea alone."	level5	273132	72	1718	Unity.TextMeshPro:TMPro.TextMeshProUGUI	27	friend_fate	tmp_m_text
Fish Caught: <size=75><color=#adf1ff>6	level5	273724	38	1719	Unity.TextMeshPro:TMPro.TextMeshProUGUI	32	4	tmp_m_text
Days Survived: <size=75><color=#adf1ff>22	level5	274284	41	1720	Unity.TextMeshPro:TMPro.TextMeshProUGUI	42	2	tmp_m_text
Continue	level5	274844	8	1721	Unity.TextMeshPro:TMPro.TextMeshProUGUI	50	Text (TMP)	tmp_m_text
"Company's Note: <size=70><color=#ffea8c>""Calculated Risk"""	level5	275372	57	1722	Unity.TextMeshPro:TMPro.TextMeshProUGUI	78	6	tmp_m_text
Cause of Death: <size=75><color=#ff4400>Bleeding to death.	level5	275948	58	1723	Unity.TextMeshPro:TMPro.TextMeshProUGUI	87	1	tmp_m_text
Food Eaten: <size=75><color=#adf1ff>15	level5	276524	38	1724	Unity.TextMeshPro:TMPro.TextMeshProUGUI	115	3	tmp_m_text
Items Used: <size=75><color=#adf1ff>9	level5	277084	37	1725	Unity.TextMeshPro:TMPro.TextMeshProUGUI	198	5	tmp_m_text
Your fate...	level5	277644	12	1726	Unity.TextMeshPro:TMPro.TextMeshProUGUI	252	yourfate	tmp_m_text
50%	level5	278172	3	1727	Unity.TextMeshPro:TMPro.TextMeshProUGUI	544	SettingPercent	tmp_m_text
Keep new resolution?	level5	278700	20	1728	Unity.TextMeshPro:TMPro.TextMeshProUGUI	454	keep_res_title	tmp_m_text
Back to Menu	level5	279244	12	1729	Unity.TextMeshPro:TMPro.TextMeshProUGUI	371	txt	tmp_m_text
"kill
getfish
superhelp"	level5	279772	22	1730	Unity.TextMeshPro:TMPro.TextMeshProUGUI	375	help	tmp_m_text
1920x1080	level5	280316	9	1731	Unity.TextMeshPro:TMPro.TextMeshProUGUI	453	Label	tmp_m_text
Volume SFX	level5	280844	10	1732	Unity.TextMeshPro:TMPro.TextMeshProUGUI	379	SettingName	tmp_m_text
Reverts automatically in: 10	level5	281372	28	1733	Unity.TextMeshPro:TMPro.TextMeshProUGUI	394	reset_counter	tmp_m_text
Volume Music	level5	281916	12	1734	Unity.TextMeshPro:TMPro.TextMeshProUGUI	405	SettingName	tmp_m_text
"itemgive-itemid-n
itemremove-itemid-n
itembreak-itemid
itemfix-itemid
damage-n
danger-n
dangerset-n
energy-n
hitfriendenergy-n
friendsick-n
curefriend
feedfriend
killfriend
addhappen-happenid,h,h…
adddistance-n
endgame-reason
itemremoverandom
itembreakrandom
notice-message
hitbait-n
"	level5	282444	305	1735	Unity.TextMeshPro:TMPro.TextMeshProUGUI	518	help	tmp_m_text
Brightness	level5	283276	10	1736	Unity.TextMeshPro:TMPro.TextMeshProUGUI	442	SettingName	tmp_m_text
(Removes the requirement of holding mouse button.)	level5	283804	50	1737	Unity.TextMeshPro:TMPro.TextMeshProUGUI	525	SettingDesc	tmp_m_text
Enter text...	level5	284380	13	1738	Unity.TextMeshPro:TMPro.TextMeshProUGUI	485	Placeholder	tmp_m_text
Settings	level5	284908	8	1739	Unity.TextMeshPro:TMPro.TextMeshProUGUI	422	txt	tmp_m_text
| Created by: Taiki <i>(DopplerGhost)</i> | Special Thanks to: TakDor, Merlidan, Drael, and you! |	level5	285436	98	1740	Unity.TextMeshPro:TMPro.TextMeshProUGUI	528	SettingName	tmp_m_text
100%	level5	286060	4	1741	Unity.TextMeshPro:TMPro.TextMeshProUGUI	439	SettingPercent	tmp_m_text
1920x1080	level5	286588	9	1742	Unity.TextMeshPro:TMPro.TextMeshProUGUI	526	Item Label	tmp_m_text
100%	level5	287116	4	1743	Unity.TextMeshPro:TMPro.TextMeshProUGUI	496	SettingPercent	tmp_m_text
Quit	level5	287644	4	1744	Unity.TextMeshPro:TMPro.TextMeshProUGUI	376	txt	tmp_m_text
50%	level5	288700	3	1746	Unity.TextMeshPro:TMPro.TextMeshProUGUI	486	SettingPercent	tmp_m_text
Enter text...	level5	289228	13	1747	Unity.TextMeshPro:TMPro.TextMeshProUGUI	538	Placeholder	tmp_m_text
Resume	level5	289756	6	1748	Unity.TextMeshPro:TMPro.TextMeshProUGUI	413	txt	tmp_m_text
Screen Resolution	level5	290284	17	1749	Unity.TextMeshPro:TMPro.TextMeshProUGUI	555	SettingName	tmp_m_text
Forced Night Result	level5	290828	19	1750	Unity.TextMeshPro:TMPro.TextMeshProUGUI	466	NightResulttxt	tmp_m_text
Settings	level5	291372	8	1751	Unity.TextMeshPro:TMPro.TextMeshProUGUI	448	settings_subtitle	tmp_m_text
Run	level5	291900	3	1752	Unity.TextMeshPro:TMPro.TextMeshProUGUI	408	Text (TMP)	tmp_m_text
No	level5	292428	2	1753	Unity.TextMeshPro:TMPro.TextMeshProUGUI	455	button_txt	tmp_m_text
Day 0	level5	292956	5	1754	Unity.TextMeshPro:TMPro.TextMeshProUGUI	414	Text (TMP)	tmp_m_text
Instant Clicking	level5	293484	16	1755	Unity.TextMeshPro:TMPro.TextMeshProUGUI	425	SettingName	tmp_m_text
Mouse Sensitivity	level5	294012	17	1756	Unity.TextMeshPro:TMPro.TextMeshProUGUI	497	SettingName	tmp_m_text
Paused	level5	294556	6	1757	Unity.TextMeshPro:TMPro.TextMeshProUGUI	510	PausedTitle	tmp_m_text
The Game is saved automatically every morning.	level5	295084	46	1758	Unity.TextMeshPro:TMPro.TextMeshProUGUI	430	save_tip	tmp_m_text
v0.3.5	level5	295644	6	1759	Unity.TextMeshPro:TMPro.TextMeshProUGUI	397	versiontext	tmp_m_text
Restore Default Settings	level5	296172	24	1760	Unity.TextMeshPro:TMPro.TextMeshProUGUI	519	SettingName	tmp_m_text
Accept	level5	296716	6	1761	Unity.TextMeshPro:TMPro.TextMeshProUGUI	522	txt	tmp_m_text
seed: 212832382	level5	297772	15	1763	Unity.TextMeshPro:TMPro.TextMeshProUGUI	492	save_tip	tmp_m_text
Volume Master	level5	298300	13	1764	Unity.TextMeshPro:TMPro.TextMeshProUGUI	523	SettingName	tmp_m_text
Yes	level5	298828	3	1765	Unity.TextMeshPro:TMPro.TextMeshProUGUI	505	button_txt	tmp_m_text
100%	level5	299356	4	1766	Unity.TextMeshPro:TMPro.TextMeshProUGUI	474	SettingPercent	tmp_m_text
Enter Action Code	level5	299884	17	1767	Unity.TextMeshPro:TMPro.TextMeshProUGUI	501	Text (TMP)	tmp_m_text
Calculated risk.	level5	302264	16	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Everything under control.	level5	302284	25	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
No impact noted.	level5	302316	16	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Expected results.	level5	302336	17	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Anticipated outcomes.	level5	302360	21	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Critical financial hit.	level5	302392	23	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Heavy financial setback.	level5	302420	24	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Severely reduced returns.	level5	302448	25	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
High-impact failure.	level5	302480	20	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Extensive layoffs executed.	level5	302504	27	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Recovery efforts failed.	level5	302540	24	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Fired.	level5	302568	6	1781	Assembly-CSharp:EndingController	111	EndingController	mono_string_candidate
Horizontal	level5	302712	10	1782	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	112	EventSystem	mono_string_candidate
Vertical	level5	302728	8	1782	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	112	EventSystem	mono_string_candidate
Submit	level5	302740	6	1782	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	112	EventSystem	mono_string_candidate
Cancel	level5	302752	6	1782	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	112	EventSystem	mono_string_candidate
Normal	level5	306728	6	1817	UnityEngine.UI:UnityEngine.UI.Button	316	ContinueButton	mono_string_candidate
Highlighted	level5	306740	11	1817	UnityEngine.UI:UnityEngine.UI.Button	316	ContinueButton	mono_string_candidate
Pressed	level5	306756	7	1817	UnityEngine.UI:UnityEngine.UI.Button	316	ContinueButton	mono_string_candidate
Selected	level5	306768	8	1817	UnityEngine.UI:UnityEngine.UI.Button	316	ContinueButton	mono_string_candidate
Disabled	level5	306780	8	1817	UnityEngine.UI:UnityEngine.UI.Button	316	ContinueButton	mono_string_candidate
EndingController, Assembly-CSharp	level5	306824	33	1817	UnityEngine.UI:UnityEngine.UI.Button	316	ContinueButton	mono_string_candidate
BackToMenu	level5	306864	10	1817	UnityEngine.UI:UnityEngine.UI.Button	316	ContinueButton	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	306896	31	1817	UnityEngine.UI:UnityEngine.UI.Button	316	ContinueButton	mono_string_candidate
Normal	level5	311320	6	1834	UnityEngine.UI:UnityEngine.UI.Toggle	552	Toggle	mono_string_candidate
Highlighted	level5	311332	11	1834	UnityEngine.UI:UnityEngine.UI.Toggle	552	Toggle	mono_string_candidate
Pressed	level5	311348	7	1834	UnityEngine.UI:UnityEngine.UI.Toggle	552	Toggle	mono_string_candidate
Selected	level5	311360	8	1834	UnityEngine.UI:UnityEngine.UI.Toggle	552	Toggle	mono_string_candidate
Disabled	level5	311372	8	1834	UnityEngine.UI:UnityEngine.UI.Toggle	552	Toggle	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	311444	29	1834	UnityEngine.UI:UnityEngine.UI.Toggle	552	Toggle	mono_string_candidate
UpdateInstantClick	level5	311480	18	1834	UnityEngine.UI:UnityEngine.UI.Toggle	552	Toggle	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	311520	31	1834	UnityEngine.UI:UnityEngine.UI.Toggle	552	Toggle	mono_string_candidate
Normal	level5	311960	6	1836	Unity.TextMeshPro:TMPro.TMP_Dropdown	514	Dropdown	mono_string_candidate
Highlighted	level5	311972	11	1836	Unity.TextMeshPro:TMPro.TMP_Dropdown	514	Dropdown	mono_string_candidate
Pressed	level5	311988	7	1836	Unity.TextMeshPro:TMPro.TMP_Dropdown	514	Dropdown	mono_string_candidate
Selected	level5	312000	8	1836	Unity.TextMeshPro:TMPro.TMP_Dropdown	514	Dropdown	mono_string_candidate
Disabled	level5	312012	8	1836	Unity.TextMeshPro:TMPro.TMP_Dropdown	514	Dropdown	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	312184	29	1836	Unity.TextMeshPro:TMPro.TMP_Dropdown	514	Dropdown	mono_string_candidate
ApplyResolution	level5	312220	15	1836	Unity.TextMeshPro:TMPro.TMP_Dropdown	514	Dropdown	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	312256	31	1836	Unity.TextMeshPro:TMPro.TMP_Dropdown	514	Dropdown	mono_string_candidate
Normal	level5	312728	6	1839	UnityEngine.UI:UnityEngine.UI.Slider	374	Slider	mono_string_candidate
Highlighted	level5	312740	11	1839	UnityEngine.UI:UnityEngine.UI.Slider	374	Slider	mono_string_candidate
Pressed	level5	312756	7	1839	UnityEngine.UI:UnityEngine.UI.Slider	374	Slider	mono_string_candidate
Selected	level5	312768	8	1839	UnityEngine.UI:UnityEngine.UI.Slider	374	Slider	mono_string_candidate
Disabled	level5	312780	8	1839	UnityEngine.UI:UnityEngine.UI.Slider	374	Slider	mono_string_candidate
SettingsMenu, Assembly-CSharp	level5	312868	29	1839	UnityEngine.UI:UnityEngine.UI.Slider	374	Slider	mono_string_candidate
UpdateMousesens	level5	312904	15	1839	UnityEngine.UI:UnityEngine.UI.Slider	374	Slider	mono_string_candidate
UnityEngine.Object, UnityEngine	level5	312940	31	1839	UnityEngine.UI:UnityEngine.UI.Slider	374	Slider	mono_string_candidate
Normal	level5	314328	6	1850	Unity.TextMeshPro:TMPro.TMP_InputField	475	InputField (TMP)	mono_string_candidate
Highlighted	level5	314340	11	1850	Unity.TextMeshPro:TMPro.TMP_InputField	475	InputField (TMP)	mono_string_candidate
Pressed	level5	314356	7	1850	Unity.TextMeshPro:TMPro.TMP_InputField	475	InputField (TMP)	mono_string_candidate
Selected	level5	314368	8	1850	Unity.TextMeshPro:TMPro.TMP_InputField	475	InputField (TMP)	mono_string_candidate
Disabled	level5	314380	8	1850	Unity.TextMeshPro:TMPro.TMP_InputField	475	InputField (TMP)	mono_string_candidate
Normal	level5	314904	6	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
Highlighted	level5	314916	11	1851	UnityEngine.UI:UnityEngine.UI.Slider	432	Slider	mono_string_candidate
