seed	found_string	file	encoding_method	byte_offset	nearby_strings	in_source_queue	in_generated_dictionary	recommended_action
Right	"t we, buddy?"";""T- the sea seems.. More dangerous than before.. right?"";""Looks like we are getting somewhere. Be careful, now."""	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13699156	"""should_we_eat_this_01_04"";""Glad to say it to you pal, that did actually taste pretty savory! Haha, we sure are lucky!"";""W- wow! This might be the best thing I had since we were here! That was delicious, even if expired. | "";"" | ""should_we_eat_this_01_05"";""So.. I might just puke.. No jokes buddy, it made me sick to my stomach. Didn | t regret trying it though..!"";""T-.. two bites were enough.. I already feel ill. This might have not been the b- best idea | ugh.."";"" | ""should_we_eat_this_01_06"";""Eh, you | re probably right.. I wouldn | t risk dying this way. Back to the sea, it goes!"";""G- good call.. On second thought, I wouldn | t want to risk eating this..""; | ""prenightlore_01_01"";""I swear last night I heard singing | It was spooky, but also calming. A voice singing my own name | "";""Last night, I- I heard a voice.. similar to mine. It was.. singing?"";""I heard a voice last night. Sounded like a woman in the distance. But I saw no one."" | ""prenightlore_01_02"";""Anyway, most likely a dream.. Albeit a wild one, hah!!"";""Maybe I was already half asleep, imagining things.. R- right?"";""Also, it was singing. Singing your name."" | ""prenightlore_02_01"";""Last night was pretty foggy, right? I swear I could make out figures from the fog."";""I-I could not see a thing last night, It was way too foggy.."";""Last night had more fog than usual | and that fog | ""prenightlore_02_02"";""Just kidding.. I | m only trying to spook you. For the laughs! Or am I..?"";""And it didn | t help that it was moving in all.. weird kinds of ways. L- like, it had a mind of its own.."";""It felt alive."""	no	no	add_or_update_exact_source_if_player_facing
Right	" the more the merrier, they say, right?"";""Even more of them seagulls.. Gosh."""	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13699823	"""prenightlore_01_01"";""I swear last night I heard singing | It was spooky, but also calming. A voice singing my own name | "";""Last night, I- I heard a voice.. similar to mine. It was.. singing?"";""I heard a voice last night. Sounded like a woman in the distance. But I saw no one."" | ""prenightlore_01_02"";""Anyway, most likely a dream.. Albeit a wild one, hah!!"";""Maybe I was already half asleep, imagining things.. R- right?"";""Also, it was singing. Singing your name."" | ""prenightlore_02_01"";""Last night was pretty foggy, right? I swear I could make out figures from the fog."";""I-I could not see a thing last night, It was way too foggy.."";""Last night had more fog than usual | and that fog | ""prenightlore_02_02"";""Just kidding.. I | m only trying to spook you. For the laughs! Or am I..?"";""And it didn | t help that it was moving in all.. weird kinds of ways. L- like, it had a mind of its own.."";""It felt alive."" | ""prenightlore_03_01"";""Did you see that last night? It was like.. a great tentacle.. thing, in the distance! A big ol | squid?"";""Weird.. t- the boat was rumbling in an odd way last night.."";""Did you ever hear the tales about the gods beneath the sea?"" | ""prenightlore_03_02"";""I | d love reeling it in, you get me? Of course, it likely would not fit on this tiny boat of ours | hah!"";""L- Like something was sliding across the bottom.."";""Living deep where no human ever sails. I don | t see anyone around | do you?"" | ""prenightlore_04_01"";""Do you wanna know what I find really odd, bud?"";""W- Why do the larger fish only come up at night?"";"".. On some nights, fish that show up get pretty | large."""	no	no	add_or_update_exact_source_if_player_facing
Happy	"t a h- happy one.."";""Once I had a nightmare"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13701073	"hah!"";""L- Like something was sliding across the bottom.."";""Living deep where no human ever sails. I don | t see anyone around | do you?"" | ""prenightlore_04_01"";""Do you wanna know what I find really odd, bud?"";""W- Why do the larger fish only come up at night?"";"".. On some nights, fish that show up get pretty | large."" | ""prenightlore_04_02"";""The fish I see at night | they | re way bigger than usual.. We should try fishing at night once!"";"" | How big are the biggest..?"";""Yesterday, I saw one swim by that was about your size."" | ""Reaction To Environment"";;; | ""feels_sick_01_01"";""Buddy, I | ll be honest.. I don | t feel so well | I | m on the verge of throwing up, actually."";""I- I don | I think I am getting seasick. But I | ll manage, don | t worry.."";"""	no	no	add_or_update_exact_source_if_player_facing
Right	" Need help dealing with the damage? All right, I'll lend you a hand. Now get to work."""	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13701950	"m giving up that easy, though!"";""As long as only one of us feels sick, i- it | s fine. Right?"";"" | ""feels_sick_02_01"";""Eugh | My stomach hurts. Might have been too much seafood, yeah?"";""I think.. I feel dizzy and | my h- head hurts | Might be from too much sun exposure.."";"" | ""feels_sick_02_02"";""I can handle a lot.. except stale fish, I suppose.. You better double-check what you eat, | kay?"";""Anyway | At least you can handle it, as it seems.. One | s better than none. Right?"";"" | ""feels_out_of_energy_01"";""Tired as a barnacle, my friend.."";""My head feels heavy, I- I | m really tired.."";"" | ""feels_out_of_energy_02"";""I think I | ll just gaze at the clouds for the rest of the day, | kay?"";""S- Sorry, I won | t be much of a help today.."";"" | ""previous_night_react_01_01"";""Hey! Did you hear that last night? Was it a blue whale? A shark?"";""D- did you hear that.. last night? What was that noise? Oh my.."";"".. Last night did not feel quiet."" | ""previous_night_react_02_01"";""Buddy! You look hurt. Did you have a fight with a shark last night? Seriously, try to be safer tonight!"";""A- are you okay? You look really hurt.. Please, be more careful! J- just hang in th"	no	no	add_or_update_exact_source_if_player_facing
Right	  i. the right to reproduce, adapt, distribute, perform, display,	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13707455	"uildSystem"":""Gradle"",""BuildTarget"":""StandaloneWindows64"",""StereoRenderingPath"":""MultiPass""},""Hardware"":{""OperatingSystem"":"""",""DeviceModel"":"""",""DeviceName"":"""",""ProcessorType"":"""",""ProcessorCount"":0,""GraphicsDeviceName"":"""", | ""SystemMemorySizeMB"":0},""Editor"":{""Version"":""6000.2.7f2"",""Branch"":""6000.2/respin/6000.2.7f1-2eb0c79396db"",""Changeset"":""2b518236b676"",""Date"":1759317804},""Dependencies"":[""com.unity.2d.sprite@1.0.0"",""com.unity.collab-proxy@ | 2.9.3"",""com.unity.ide.rider@3.0.38"",""com.unity.ide.visualstudio@2.0.23"",""com.unity.multiplayer.center@1.0.0"",""com.unity.render-pipelines.core@17.2.0"",""com.unity.render-pipelines.universal@17.2.0"",""com.unity.shadergraph@1 | 7.2.0"",""com.unity.test-framework@1.6.0"",""com.unity.timeline@1.8.9"",""com.unity.ugui@2.0.0"",""com.unity.visualscripting@1.9.7"",""com.unity.modules.accessibility@1.0.0"",""com.unity.modules.ai@1.0.0"",""com.unity.modules.androidj | ni@1.0.0"",""com.unity.modules.animation@1.0.0"",""com.unity.modules.assetbundle@1.0.0"",""com.unity.modules.audio@1.0.0"",""com.unity.modules.cloth@1.0.0"",""com.unity.modules.director@1.0.0"",""com.unity.modules.imageconversion@1. | 0.0"",""com.unity.modules.imgui@1.0.0"",""com.unity.modules.jsonserialize@1.0.0"",""com.unity.modules.particlesystem@1.0.0"",""com.unity.modules.physics@1.0.0"",""com.unity.modules.physics2d@1.0.0"",""com.unity.modules.screencapture | @1.0.0"",""com.unity.modules.terrain@1.0.0"",""com.unity.modules.terrainphysics@1.0.0"",""com.unity.modules.tilemap@1.0.0"",""com.unity.modules.ui@1.0.0"",""com.unity.modules.uielements@1.0.0"",""com.unity.modules.umbra@1.0.0"",""com. | unity.modules.unityanalytics@1.0.0"",""com.unity.modules.unitywebrequest@1.0.0"",""com.unity.modules.unitywebrequestassetbundle@1.0.0"",""com.unity.modules.unitywebrequestaudio@1.0.0"",""com.unity.modules.unitywebrequesttexture@ | 1.0.0"",""com.unity.modules.unitywebrequestwww@1.0.0"",""com.unity.modules.vehicles@1.0.0"",""com.unity.modules.video@1.0.0"",""com.unity.modules.vr@1.0.0"",""com.unity.modules.wind@1.0.0"",""com.unity.modules.xr@1.0.0"",""com.unity.m | odules.subsystems@1.0.0"",""com.unity.modules.hierarchycore@1.0.0"",""com.unity.ext.nunit@2.0.5"",""com.unity.searcher@4.9.3"",""com.unity.render-pipelines.universal-config@17.0.3"",""com.unity.burst@1.8.25"",""com.unity.mathematics | @1.3.2"",""com.unity.collections@2.5.7"",""com.unity.rendering.light-transport@1.0.1"",""com.unity.nuget.mono-cecil@1.11.5"",""com.unity.test-framework.performance@3.2.0""],""Results"":[]} | LineBreaking Leading Characters | s_ | ([ | # | PerformanceTestRunSettings | {""MeasurementCount"":-1} | COPYING"	no	no	add_or_update_exact_source_if_player_facing
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	24101	oP | Nh | wm | z41iwtG | :@ | }> | 6i | Kj7 | ~Y | k2 | 8y | Z:2 | P2r | ee | 3b> | ELh | nj | A	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	109034	l7 | nTp | Kp | &Wm | jju | @} | 1WS | qU | >X | O: | NDA | %{ | yC | t_rP | ,{ | RAt+e`d | JJ | ^2	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	395198	&> | Nz | +m | l? | z6 | !5 | ec | )O | }U | Xg | ix | ]>M | [! | )c | gr= | :-P | yl | +>	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	707240	BE | Om | 62%f | H] | zDU9 | my | }I | ^; | T=E | ?E | !=PM | S2 | x^ | Q^ | ^M | lt | m~ | 8rf	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	761209	jz{ | _- | WV | UqklC | >T | n[ | eH | FG6 | cK | &o | y7zZ | NU | xU | .2L | }< | ;G | Vv:$ | @x	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	820815	NT | &A | c(w</ | >& | GI | Z/ | y&f | w#* | Ge | 3X | kR | o6- | {8 | Dz | |L\ | wu | ^_?) | p{	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1039600	"[, | 9* | {j | (QO] | d8 | u}G | '& | [- | 3mA | 8,\ | w7 | D; | h? | fd | e"" | IV,+w/jea | WV | yk|"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1152850	:t5 | w:}s/ | S^j | a: | Gg(I | '- | <G | #D | bbm | vA | mp | vjnEK | ?i | g:~' | Iu | V2 | <ey | J->	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1219619	%{ | L& | m} | =*;? | [a | LQ | cw/ | ;K | M-B | W]S | 6B | L- | -+ | y]D | oN | 00 | U^ | E1	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1221370	"UZ | #< | 2uz | Vo | K} | L; | W] | Ld | Y% | Ew | #i | #Z | p9 | O!_gf | ekq{"" | m~ | u(s | <c"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1290581	(~A | V4 | >Y | uh | ix | h[q | V& | Qt | C{Zh | U. | 3wv | f8q | F5 | ?p | `4P | #n | q@ | >b	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1336166	ZM | iI& | |4 5_ | *6 | K^!uJ | f0 | z$ | => | rJ! | u\ | IG | ,, | U< | <=C | jR]3 | D. | 3% | Wr	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1626994	"zV | \xj> | 7Nb\?""k# | {s | b!= | $n1 | t` | sW[ | 3j | qN | 8& | -R | ww | 3p | %M | D. | LKh | sA"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1677788	8e_ | :z! | [Kni | `Q | \ | TKTqXL | ^I | ;Q | :3t | Z3 | g&^[ | cI* | wh | <$ | W^ | MKNO | uv | cn	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1929309	"<"" | g2`)F | Ln | '? | t\ | >g | z! | @) | %7 | vqQB | YWC | |_ | Of | |i | :d | T3mU | f} | 1Fx"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	1975772	"Ot | -;k | TEv | ""w'2 | A/ | v-l | cc | S3 | Zk | 2kr | .On | cO | bnBY1r' | *t | &E | o! | PO | Js W"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	2443081	"Y`O | #@`H | $IJr | _- | $I | ""s | 0T | cd | lx | -{ | ?z< | \^ | Fs | 2]N | (*$ | Zu | Nmu9 | >/#"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	2664175	"du. | U&h | Gh | tS | RR*_ | FQ | %m | I> | kT | =W | |L:V | <j | 7?K | 9'.4 | tSM | gO | JpX% | A"""	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	2690438	r/ | !>% | F{q | W3 | PL^y | rjO | ~g | UU? | 04 | i#) | W6 | Q9 | Qk | al.K | }8s | WW | n1 | Oy	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	2708384	3C | Uk | C[ | Ad | P7Y | }# | RK | SZY | 1O | #@ | y_ | ]U | :<d | w# | bZ | NX | ;4 | `~Y	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	2875216	wZ> | =! | 4w | $w | lj | sDi | :N | PD | \k | +f | n5u | w0 | #e | C/XH | 5SPb | 4{T | l{ | ew	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	2980004	CCH | |T | %x | 'a | Fd/ | >hr;~ | M7 | k\z | gc | t} | Qc | %; | tW | lBF | 9S | {U= | sI | =F	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	3006610	"[KX^ | &}W | av | nf8wy, | jt | Zc. | |%c | 9h/4v%E | Pj | Ni | v(#< | 'b | 7F | xW | ""A | (N | [ea | a]"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	3046439	"J* | #""x | T\ | 6W | L' | z4L | :~ | </ | |f | '2 | k1} | 0[F*E | 9] | -""{ | ro | ]u | {>g | \T"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	3448427	"I. | I~ | %-w | Lc | OP | 5. | g; | G}M | ""R | Ld]"": | u_ | .2aF | $5)J | ?:w9 | E2 | K4 | Kb$~M | Or"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	3483266	"""s | 03 | u6 | ?n | E/ | m2w | :L | y,> | xn | os | 8ss; | >6 | 1?z? | #[l | } | 0Lo | ?b | =N;"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	3533051	"Jn | kCQ | $Cbg | \] | y2 | \|$& | kV | ""^S | &_1 | +/4 | !.A | 1> | ~8 | K/ | qrO | BI | KB | &ah"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	3741090	S$ | nye | a<; | |3 | %d | d_u2!h | :` | {< | .V | !7 | +iZ6 | ht | F' | :v&; | s7 | eGk | q^ | JV	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	3979331	wT | ac | NB | @* | I_ | $%! | ~J) | ?|-L | rg | z* | i# | !p | pv | <~ | >1j | [T | (0 | |OB	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	4013582	",[ | P2}c | 51B | ~5+ | qR | :! | it[ | ~~ | Zl | 9"" | qj8 | F= | t?# | so-) | ~t | DOSe | WJV | -Sf5"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	4217011	o+ | 'y]_ | ^pNv | _;] | xm | PMk | FW\ | LS@ | if | QC | FK | =5j | 9*p | %X | u5p | D^? | WV | >p4=)	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	U4kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	4232387	+u | Z# | H- | 9C5b | }D | 97 | @u | :\o | @E | V- | sf1 | F4 | k= | }v1 | c- | ed | kk:Z | .,	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	4521907	":; | C) | )gm | `Gy | Tb | nL> | ! uu | E"" | dUu | pQ | 49(W | [ | Py- | hv | #>E | )5 | St | }Os)x"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	4726213	"9)) | ~P | GFy | 8| | zn | w' | ,b | 0r | "": | zh | sD | oV, | /GK | QJ | I= | [D | ~<v | w["	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	4749838	e) | k#~ | wm | uO]i | t+ | %5;C | H{ | RUO | 9$ | se | Y+ | ksR | ;xT | ]o | 5~ | HK | dmm | )-2	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	4832684	:+ | <v | /_ | f!/ | .5 | fFl/w#fi | +T | 9:ZB6 | 8%1 | Ui | )6 | #9 | ;t | c& | 6oFC | dSW | F1 | m%\	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	WLu*u5kg~	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	4888850	"6, | 85 | <o | ciw8 | y7 | Tsd | n, | W|? | 5Q\ | +Z{l+j | ?/Q | |^ | ,o"" | -Y | Rv | ov | 81 | 8e"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	4945263	<' | l/ | ox | UJ | m% | {EQU | Wx* | 4T | =G | uta | B|y | u1ys% | )l | mxk | A\ | &i | ;'S | yq	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5039116	"te | p: | aL | <# | 4Y | Gu)"" | WI | Tb | 84 | ~iv | w9 | zY | %+ | VWw | >uNq | Z/ | X"" | m\"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5081977	Y< | P* | +Y | 0+ | 6bj | $N | d* | 3K | nk | @U | :/ | =@ | w; | v} | E.& | {uu | yT | {6	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5099587	dsOC | __L | SW | y< | !P5 | T'iU | lKq | Yq | 3>| | }sKm | YZ | LE | )J | 1{JQ/ | wM+ | 4: | Ij , | `e	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5304821	"],`q | rw;eoU | OYl; | D]M | 1a | 2* | (ieI+ | 2t | !m | L3B<L|o. | 6/ | I, | D'v | a"" | ,c | 3~ | >I | +B["	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5357381	",y | ;C | >Y | %@ | p'k7= | M[ | TU | Sv:Iv | H]!r | B]V5v | /} | $5 | q+ | $RO | vi% | r""T | ^; | cNry"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5620392	I{ | ML-[w | A} | vf8g:qfW2 | ^)x | Cb[Ky | U1kG | DA | I/^ | 5^ | CT | xts | zW | \1F | /S | ?S | [- | 3lk	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5686164	"dKd; | *L | T9u | %Z | F*6 | TF0i | NJ9 | Nz | {: | Jd* | &) | 0ic | 00 | ,F | ?H | m-6 | ^> | ""?"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5766090	>c | zT.R | 4O | _' | 6@V | (Q | 5C | \Y | ,o~ | {N | &} | |? | Z+ | +}g | fP | tM | |A | B9e	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5931791	gU | ,2r?T' | XV | ^-e | 1R | YY | }) | t{ | vS | Xm | 9V@ | sN | #U | ?#mh | Ed | Ur | D%G | )_~	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	5935301	"kF | j] | 9<C | -Z | e | Ye | C\ | D"" | V) | 7? | KO | U}> | 2s | x1 | cc1 | @V | NH | }[~"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6021884	`5 | J4 | :l | ;$_ | PC | 3<w | {8] | 3<0 | fQ | F/# | 9F | z: | c\ | o<9i | '+ | pOS | w_+ | Uk	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6155271	V~ | QJ | )} | DrR | U2 | hO | 8j | AQ | Ye7: | EK | }% | {j | HW | q.P | ^r | kH | _h | 3E	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6209028	"{V | wYf | ${, | SD | Tu | ""Q | tI | I J | :! | Y; | &5 | 'K | ky | J& | s< | 0[ | (h | {I^b"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6281620	"]d | 3z."" | R1 | $Q | [[ | ""q8DPU | J=f | 15; | u- | A\ | 'FD | 7q+ | B%f | nyq$ | {7ns | NG | )w | Z2')""<"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6356715	; 9i7 | VG | i23( | Dgf | Ls | b*Z | }* | ur; | c4 | +5 | Q]A# | N | 45 | R8 | IT$ | yF | q< | h'@	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	4kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6496515	"09 | &* | ""$> | sU | .%w | ii | Q- | +g | TC | 2Y | 8' | TmM | u*n | 4gj | ~9{ | b: | p?M | jq"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6633499	">U | yU | zd | ?8 | i9 | T= | /q!E"" | dw | +W | {v8 | *9 | }$ | 15 | 9E | z/~ | .S?6K | $& | 5L"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6704681	CZ | pU^ | wk- | yY | c;] | }B | 6i | _=9 | ^f | _]l | ?m/ | uf | Up | >C | ZI | E\ | OSA | /]	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6878786	~L | D&xB+U | xU | <. | zyB% | #i | S | |8VE\ | Tv | {* | )6 | \ | y: | fL | :Q | E>* | zf | =+/#`	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	4kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6904937	"/Z | !! | ?P | h_ | }X | nb | uX | oe | K* | jsAY | *w}C66 | ""oq | =N| | _U | .. | D.c | w+ | rX"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	6995624	Yy | iU | gl | mgV | *N | -{J | B$ | \i | yU | Qb | Sl | >5 | Y% | oJeu( | BZ | g> | BR;/K | )z	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	7182342	z= | w3 | C.,% | 2J | .W3:) | UJ | 7gE | 3i | Q7 | +# | H`]p6P&PFT | 3( | G3R`@ | Ci | ?Uj | =- | z8 | {|	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	s1kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	7265741	g\ | PxL | jL | LuNC | gg] | ZZ | *d | 6f%% | b_ | x0 | 1i | xF | 13 | ;| | 1@ | p_ | sN | \}	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	7339722	'; | SU | yH | SC | `S | WpDd[- | y} | 1z | #8 | zd | !m_ | [P$ | i| | >~ | n/ | CE | 5/ | qg	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	7345353	)~& | vb | 9b'e | ^Lr | ]- | 3O | CR | 0$g | K$/f! | {T[ | @I | &{ | Lx}% | 6l | ![k | u[ | ]:ZO< | Z]	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	7442098	S<) | wc | ?t | %U | z)Ze | }. | .G | '2l | gp | HO | m7 | .]5 | ,2 | t2E | |=v | 90^ | Z3 | 8&	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	7490023	>3 | .s | qY | yK | 9E | S/ | 8N | y|u | i~ | i8 | 52p | '5}= | <' | V[(*[ | ,=KI | BYr | wW | 7g_	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	7501698	"'n | 9{"" | QR | }~ | RD | h^ | G>K | qO | Ck | MR= | 2zywH | *Y | Y | BU | EoY | Ez | Z( | gg"	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	7579861	'19 | rc% | %b | tF | ]j; | }@j | )t | Y' | eJ | y? | Ac | _\ | :} | /F8 | t\ | R'j | U!MzGH9 | W4	no	no	review_only_do_not_add_bare_unit_without_runtime_source
kg	RM2kg	game_original/DontSleepWithTheFishes_Data/resources.resource	ascii_strings	7798054	|%E | Zk | R+ | >r | }h | C: | &GSk | +U | ri: | vu | wRJwz | HnaH | V>% | J: | 1$$^=Y | 1w | t3& | -u	no	no	review_only_do_not_add_bare_unit_without_runtime_source
