source	asset_file	object_type	object_name	path_id	field_path	offset_or_location	confidence	notes
More birds… the more the merrier, they say, right?	resources.assets	TextAsset	dialogues	160	m_Script[seagulls_on_boat_02_01].WOMAN	csv row 171	high	player-facing TextAsset CSV payload
Did that gull just invite the whole family to our boat? This is starting to get ridiculous!	resources.assets	TextAsset	dialogues	160	m_Script[seagulls_on_boat_03_01].MAN	csv row 172	high	player-facing TextAsset CSV payload
That is way too many seagulls. And my limit was one.	resources.assets	TextAsset	dialogues	160	m_Script[seagulls_on_boat_03_01].WHO	csv row 172	high	player-facing TextAsset CSV payload
I- I’m getting pretty uncomfortable around this many.. seagulls	resources.assets	TextAsset	dialogues	160	m_Script[seagulls_on_boat_03_01].WOMAN	csv row 172	high	player-facing TextAsset CSV payload
You seem hungry, pal! Hey, I kept some hardtack in my pocket for a while now..	resources.assets	TextAsset	dialogues	160	m_Script[share_last_snack_01].MAN	csv row 137	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[share_last_snack_01].WHO	csv row 137	high	player-facing TextAsset CSV payload
You seem.. hungry. I actually kept some raisins with me as a snack, b- but you can have it…	resources.assets	TextAsset	dialogues	160	m_Script[share_last_snack_01].WOMAN	csv row 137	high	player-facing TextAsset CSV payload
You can have it! Help yourself out!	resources.assets	TextAsset	dialogues	160	m_Script[share_last_snack_02].MAN	csv row 138	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[share_last_snack_02].WHO	csv row 138	high	player-facing TextAsset CSV payload
Try them, I- I think they taste pretty good!	resources.assets	TextAsset	dialogues	160	m_Script[share_last_snack_02].WOMAN	csv row 138	high	player-facing TextAsset CSV payload
A bit hard to chew, I know.. But it does the job, doesn’t it?	resources.assets	TextAsset	dialogues	160	m_Script[share_last_snack_03].MAN	csv row 139	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[share_last_snack_03].WHO	csv row 139	high	player-facing TextAsset CSV payload
W- what do you think? Sweet, right?	resources.assets	TextAsset	dialogues	160	m_Script[share_last_snack_03].WOMAN	csv row 139	high	player-facing TextAsset CSV payload
Hey, just the right time! Found this old can under the seats this morning. Looks like food, right?	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_01].MAN	csv row 140	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_01].WHO	csv row 140	high	player-facing TextAsset CSV payload
T- this might come as a surprise.. but I found an old can here labeled as something edible…	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_01].WOMAN	csv row 140	high	player-facing TextAsset CSV payload
Should we try to eat the contents? Might be the best thing we ever had, might kill us.. who knows?	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_02].MAN	csv row 141	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_02].WHO	csv row 141	high	player-facing TextAsset CSV payload
We could.. t- try some of it, right? What’s the worst that could happen to us… oh well.	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_02].WOMAN	csv row 141	high	player-facing TextAsset CSV payload
… Should we, buddy?	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_03].MAN	csv row 142	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_03].WHO	csv row 142	high	player-facing TextAsset CSV payload
… So.. Should we?	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_03].WOMAN	csv row 142	high	player-facing TextAsset CSV payload
Glad to say it to you pal, that did actually taste pretty savory! Haha, we sure are lucky!	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_04].MAN	csv row 143	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_04].WHO	csv row 143	high	player-facing TextAsset CSV payload
W- wow! This might be the best thing I had since we were here! That was delicious, even if expired.	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_04].WOMAN	csv row 143	high	player-facing TextAsset CSV payload
So.. I might just puke.. No jokes buddy, it made me sick to my stomach. Didn’t regret trying it though..!	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_05].MAN	csv row 144	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_05].WHO	csv row 144	high	player-facing TextAsset CSV payload
T-.. two bites were enough.. I already feel ill. This might have not been the b- best idea… ugh..	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_05].WOMAN	csv row 144	high	player-facing TextAsset CSV payload
Eh, you’re probably right.. I wouldn’t risk dying this way. Back to the sea, it goes!	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_06].MAN	csv row 145	high	player-facing TextAsset CSV payload
G- good call.. On second thought, I wouldn’t want to risk eating this..	resources.assets	TextAsset	dialogues	160	m_Script[should_we_eat_this_01_06].WOMAN	csv row 145	high	player-facing TextAsset CSV payload
Let me prepare that bait for you. Trust me, this will guarantee they'll be catching fish all day!	resources.assets	TextAsset	dialogues	160	m_Script[speciality_active].MAN	csv row 181	high	player-facing TextAsset CSV payload
So… Need help dealing with the damage? All right, I'll lend you a hand. Now get to work.	resources.assets	TextAsset	dialogues	160	m_Script[speciality_active].WHO	csv row 181	high	player-facing TextAsset CSV payload
.. I tried seasoning today's ration with sea salt and kelp. It should be more nutritious this way.	resources.assets	TextAsset	dialogues	160	m_Script[speciality_active].WOMAN	csv row 181	high	player-facing TextAsset CSV payload
Hey, glad you went with me, buddy! With my strength, we can sail this thing for years!	resources.assets	TextAsset	dialogues	160	m_Script[start_01].MAN	csv row 9	high	player-facing TextAsset CSV payload
… Why did you choose me?	resources.assets	TextAsset	dialogues	160	m_Script[start_01].WHO	csv row 9	high	player-facing TextAsset CSV payload
T- Thank you for saving me.. Feeling the sinking was terrifying.. But we’re here now, oh well...	resources.assets	TextAsset	dialogues	160	m_Script[start_01].WOMAN	csv row 9	high	player-facing TextAsset CSV payload
I hoped you pick me, bud! I can steer this thing till’ we find someone to help us, don’t worry!	resources.assets	TextAsset	dialogues	160	m_Script[start_02].MAN	csv row 10	high	player-facing TextAsset CSV payload
.. You could have saved the others, you know?	resources.assets	TextAsset	dialogues	160	m_Script[start_02].WHO	csv row 10	high	player-facing TextAsset CSV payload
You saved my life, thank you.. I- I will repay it after we.. you know.. survive. B- But I am sure we will.	resources.assets	TextAsset	dialogues	160	m_Script[start_02].WOMAN	csv row 10	high	player-facing TextAsset CSV payload
Well, I could not bring anything with me, but I found some food on the way. We can share!	resources.assets	TextAsset	dialogues	160	m_Script[start_food_01].MAN	csv row 13	high	player-facing TextAsset CSV payload
… Forget it.. Let’s focus.. Also, I brought a can with me, too.	resources.assets	TextAsset	dialogues	160	m_Script[start_food_01].WHO	csv row 13	high	player-facing TextAsset CSV payload
I- I should have brought something here, too.. I only had some leftovers, if we get hungry..	resources.assets	TextAsset	dialogues	160	m_Script[start_food_01].WOMAN	csv row 13	high	player-facing TextAsset CSV payload
Also, look what I have brought with me! You can have it bud, here.	resources.assets	TextAsset	dialogues	160	m_Script[start_item_01].MAN	csv row 11	high	player-facing TextAsset CSV payload
.. Whatever. Look. We might end up using this, take it.	resources.assets	TextAsset	dialogues	160	m_Script[start_item_01].WHO	csv row 11	high	player-facing TextAsset CSV payload
Oh, by the way, I- I was able to bring this with me, look.	resources.assets	TextAsset	dialogues	160	m_Script[start_item_01].WOMAN	csv row 11	high	player-facing TextAsset CSV payload
Aye, look what I found! This might help us later aye? Here, have it.	resources.assets	TextAsset	dialogues	160	m_Script[start_item_02].MAN	csv row 12	high	player-facing TextAsset CSV payload
.. Anyway… Also, take this, just had it lying around..	resources.assets	TextAsset	dialogues	160	m_Script[start_item_02].WHO	csv row 12	high	player-facing TextAsset CSV payload
I tried to bring some stuff with me, too, but this is all I could get, look.	resources.assets	TextAsset	dialogues	160	m_Script[start_item_02].WOMAN	csv row 12	high	player-facing TextAsset CSV payload
Guess what! I just dragged this here, we can always have a use for this. Told you I have it in me!	resources.assets	TextAsset	dialogues	160	m_Script[start_special_man_01].MAN	csv row 14	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[start_special_man_01].WHO	csv row 14	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[start_special_man_01].WOMAN	csv row 14	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[start_special_who_01].MAN	csv row 16	high	player-facing TextAsset CSV payload
… Whatever. We need to protect ourselves. So I brought this. Take it.	resources.assets	TextAsset	dialogues	160	m_Script[start_special_who_01].WHO	csv row 16	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[start_special_who_01].WOMAN	csv row 16	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[start_special_woman_01].MAN	csv row 15	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[start_special_woman_01].WHO	csv row 15	high	player-facing TextAsset CSV payload
I- I grabbed this on the way, an obvious pick, but we will need it, for sure..	resources.assets	TextAsset	dialogues	160	m_Script[start_special_woman_01].WOMAN	csv row 15	high	player-facing TextAsset CSV payload
This is a test text. If you see this, friend, that means that you… see this text. Test test testy test.	resources.assets	TextAsset	dialogues	160	m_Script[test_01].MAN	csv row 3	high	player-facing TextAsset CSV payload
… Are you testing something? Why would you want to access this text? Testy test.	resources.assets	TextAsset	dialogues	160	m_Script[test_01].WHO	csv row 3	high	player-facing TextAsset CSV payload
This.. is a test text. You should not be able to see this. But if you do, well, testy test, test.	resources.assets	TextAsset	dialogues	160	m_Script[test_01].WOMAN	csv row 3	high	player-facing TextAsset CSV payload
Row	resources.assets	TextAsset	journals	158	known_string_search	byte 13627091 (utf-8)	medium	known-string raw hit for 'Row'; raw hit falls inside Unity object 158
Row’ and I are the only ones left	resources.assets	TextAsset	journals	158	known_string_search	byte 13663978 (utf-8)	medium	"known-string raw hit for ""Row' and I are the only ones left""; raw hit falls inside Unity object 158"
Well, there goes Dorothy	resources.assets	TextAsset	journals	158	known_string_search	byte 13662969 (utf-8)	medium	known-string raw hit for 'Well, there goes Dorothy'; raw hit falls inside Unity object 158
I can’t be wrong! That was definitely not a bird! That means people are flying over this damned sea, which means I will get rescued eventually.<br>Makes perfect sense. …Right?	resources.assets	TextAsset	journals	158	m_Script[airplane_slept].text	csv row 101	high	player-facing TextAsset CSV payload
Cold Shoulder	resources.assets	TextAsset	journals	158	m_Script[airplane_slept].title	csv row 101	high	player-facing TextAsset CSV payload
I can’t be wrong! That was definitely not a bird! I hope I made enough effort to be noticed…<br>If someone up there saw me, rescue could only be days away… right?	resources.assets	TextAsset	journals	158	m_Script[airplane_tried_sos].text	csv row 100	high	player-facing TextAsset CSV payload
Hope	resources.assets	TextAsset	journals	158	m_Script[airplane_tried_sos].title	csv row 100	high	player-facing TextAsset CSV payload
Last night was nauseating, to say the least. Had I slept an hour longer, I might have ended up under the boat.<br>Luckily, I managed to stabilize it using that heavy anchor I’ve got here.<br>It did a dandy job of keeping everything still, including myself.	resources.assets	TextAsset	journals	158	m_Script[bigwaves_anchor].text	csv row 3	high	player-facing TextAsset CSV payload
Restless Waves	resources.assets	TextAsset	journals	158	m_Script[bigwaves_anchor].title	csv row 3	high	player-facing TextAsset CSV payload
I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>After collecting my thoughts and regaining my balance, I tried to get a few more hours of sleep, but to no avail.	resources.assets	TextAsset	journals	158	m_Script[bigwaves_badsleep].text	csv row 5	high	player-facing TextAsset CSV payload
Restless Waves	resources.assets	TextAsset	journals	158	m_Script[bigwaves_badsleep].title	csv row 5	high	player-facing TextAsset CSV payload
I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>Accepting the circumstances, it was calming to drift back to sleep to the rocking of the boat.<br>But I might have lost something to the waves…	resources.assets	TextAsset	journals	158	m_Script[bigwaves_lostitem].text	csv row 6	high	player-facing TextAsset CSV payload
Restless Waves	resources.assets	TextAsset	journals	158	m_Script[bigwaves_lostitem].title	csv row 6	high	player-facing TextAsset CSV payload
Last night was nauseating, to say the least. Had I slept an hour longer, I might have ended up under the boat.<br>I had a swim ring lying around, so I put it on, just to rest assured I wouldn’t wake up in salty water.	resources.assets	TextAsset	journals	158	m_Script[bigwaves_swimbelt].text	csv row 4	high	player-facing TextAsset CSV payload
Restless Waves	resources.assets	TextAsset	journals	158	m_Script[bigwaves_swimbelt].title	csv row 4	high	player-facing TextAsset CSV payload
The air smelled putrid, and when I looked around… the sea was red. Deep red. Like, actual blood red.<br>I anxiously tried to collect a sample, but what I found was something completely different…<br>I don’t think I was ever meant to find this.	resources.assets	TextAsset	journals	158	m_Script[bloodwater_foundpiece].text	csv row 89	high	player-facing TextAsset CSV payload
Red	resources.assets	TextAsset	journals	158	m_Script[bloodwater_foundpiece].title	csv row 89	high	player-facing TextAsset CSV payload
The air smelled putrid, and when I looked around… the sea was red. Deep red. Like, actual blood red.<br>I equipped my diving gear to investigate.<br>Below, I heard a deep rumble, followed by the very thing I was searching for.<br>It was searching for me, too.	resources.assets	TextAsset	journals	158	m_Script[bloodwater_scuba_attack].text	csv row 91	high	player-facing TextAsset CSV payload
Deep Red	resources.assets	TextAsset	journals	158	m_Script[bloodwater_scuba_attack].title	csv row 91	high	player-facing TextAsset CSV payload
The air smelled putrid, and when I looked around… the sea was red. Deep red. Like, actual blood red.<br>I equipped my diving gear to investigate.<br>The water was oddly warm, loud, and full of fish scattered in pieces. I grabbed as many as I possibly could and bolted out of there.	resources.assets	TextAsset	journals	158	m_Script[bloodwater_scuba_food].text	csv row 92	high	player-facing TextAsset CSV payload
Deep Red	resources.assets	TextAsset	journals	158	m_Script[bloodwater_scuba_food].title	csv row 92	high	player-facing TextAsset CSV payload
The air smelled putrid, and when I looked around… the sea was red. Deep red. Like, actual blood red.<br>Were the lights playing tricks on me? Did I stumble upon an undersea massacre?<br>I need to reach land as fast as possible. I don’t want to add my blood to the sea.	resources.assets	TextAsset	journals	158	m_Script[bloodwater_sleep].text	csv row 90	high	player-facing TextAsset CSV payload
Red	resources.assets	TextAsset	journals	158	m_Script[bloodwater_sleep].title	csv row 90	high	player-facing TextAsset CSV payload
Is no one… actually looking for me?<br>Does everyone else actively avoid this place? How come no one has sent help already?<br>No matter how much I try to be seen, I’m starting to believe I’m not even looking at real people. Maybe I’ve already gone mad.	resources.assets	TextAsset	journals	158	m_Script[boat_cansave_ignored].text	csv row 93	high	player-facing TextAsset CSV payload
Hopeless	resources.assets	TextAsset	journals	158	m_Script[boat_cansave_ignored].title	csv row 93	high	player-facing TextAsset CSV payload
I’m starting to feel like everyone is actively avoiding this place.<br>If they could send help, they would have by now.<br>My gut tells me no one I see out here is actually real. In the past few days, I’ve already lost both my faith and my trust…	resources.assets	TextAsset	journals	158	m_Script[boat_cansave_slept].text	csv row 94	high	player-facing TextAsset CSV payload
Fine on My Own	resources.assets	TextAsset	journals	158	m_Script[boat_cansave_slept].title	csv row 94	high	player-facing TextAsset CSV payload
I think I just saw other people! And it was a huge ship, too!<br>I fired my only flare in their direction, hoping to finally be saved. They didn’t so much as turn, but kept moving on. Maybe they’ll send someone instead… right?	resources.assets	TextAsset	journals	158	m_Script[boat_distance_flaregun].text	csv row 49	high	player-facing TextAsset CSV payload
Other People?!	resources.assets	TextAsset	journals	158	m_Script[boat_distance_flaregun].title	csv row 49	high	player-facing TextAsset CSV payload
I think I just saw other people! And it was a huge ship, too!<br>I flickered my flashlight as hard as I could, hoping to be seen… but they didn’t notice. To them, I was probably just one faint glimmer in the moonlit ocean, with this cheap old flashlight.	resources.assets	TextAsset	journals	158	m_Script[boat_distance_flashlight].text	csv row 50	high	player-facing TextAsset CSV payload
Other People?!	resources.assets	TextAsset	journals	158	m_Script[boat_distance_flashlight].title	csv row 50	high	player-facing TextAsset CSV payload
I think I just saw other people! And it was a huge ship, too!<br>All I could do was watch them pass far away. I had no real way to get their attention, my screams wouldn’t even carry halfway there.	resources.assets	TextAsset	journals	158	m_Script[boat_distance_sleep].text	csv row 51	high	player-facing TextAsset CSV payload
Other People?!	resources.assets	TextAsset	journals	158	m_Script[boat_distance_sleep].title	csv row 51	high	player-facing TextAsset CSV payload
I think I just saw other people! And it was a huge ship, too!<br>I had to take a closer look, so I used my telescope. Sadly, it seems that they did not see me, as if I were invisible in the dark waters of the night…	resources.assets	TextAsset	journals	158	m_Script[boat_distance_telescope].text	csv row 48	high	player-facing TextAsset CSV payload
Other People?!	resources.assets	TextAsset	journals	158	m_Script[boat_distance_telescope].title	csv row 48	high	player-facing TextAsset CSV payload
Had no high hopes for this old dinghy, but I didn’t expect a leak so big it could have drowned me in my sleep.<br>I acted quickly enough to keep my boots from filling with water, though. I just hope this boat doesn’t hold any more surprises for me.	resources.assets	TextAsset	journals	158	m_Script[boatleak_solved].text	csv row 7	high	player-facing TextAsset CSV payload
Quick Fix	resources.assets	TextAsset	journals	158	m_Script[boatleak_solved].title	csv row 7	high	player-facing TextAsset CSV payload
Had no high hopes for this old dinghy, but I didn’t expect a leak so big it nearly drowned me in my sleep.<br>The bottom of the boat is full of water now, and it looks like it could have done more damage than I thought.	resources.assets	TextAsset	journals	158	m_Script[boatleak_unsolved].text	csv row 8	high	player-facing TextAsset CSV payload
Wet Boots	resources.assets	TextAsset	journals	158	m_Script[boatleak_unsolved].title	csv row 8	high	player-facing TextAsset CSV payload
The currents guided a bottle to the boat last evening. I wonder who sent it into the ocean. Or when it was sent… or why…<br>Having the paper completely blank on the other side gives me the chance to send a message back into the waters.	resources.assets	TextAsset	journals	158	m_Script[bottle_got].text	csv row 20	high	player-facing TextAsset CSV payload
A Message	resources.assets	TextAsset	journals	158	m_Script[bottle_got].title	csv row 20	high	player-facing TextAsset CSV payload
The currents guided a bottle to our boat last evening. Wonder who sent it into the ocean…<br>It was far out of reach, so we may never know what message it held, or the reason it ended up here.	resources.assets	TextAsset	journals	158	m_Script[bottle_slept].text	csv row 21	high	player-facing TextAsset CSV payload
Wandering Message	resources.assets	TextAsset	journals	158	m_Script[bottle_slept].title	csv row 21	high	player-facing TextAsset CSV payload
This ocean sure amasses a lot of weird things.<br>Last night I found a chest practically begging to be discovered by treasure hunters.<br>I quickly discovered why it had remained unopened for so long… What even is this place?	resources.assets	TextAsset	journals	158	m_Script[chest_attacked_me].text	csv row 76	high	player-facing TextAsset CSV payload
Beware the Crates	resources.assets	TextAsset	journals	158	m_Script[chest_attacked_me].title	csv row 76	high	player-facing TextAsset CSV payload
The ocean sure amasses a lot of things together.<br>Last night I found a mysterious, heavy chest, with no key to be seen. I might have to force my way into it if my curiosity gets the best of me.	resources.assets	TextAsset	journals	158	m_Script[chest_got].text	csv row 74	high	player-facing TextAsset CSV payload
Treasure!	resources.assets	TextAsset	journals	158	m_Script[chest_got].title	csv row 74	high	player-facing TextAsset CSV payload
The ocean sure amasses a lot of things together.<br>Last night I saw a mysterious wooden chest bumping against the side of the boat. I didn’t waste my energy on it… if it had any valuables, it wouldn’t float that easily.<br>I went back to sleep instead.	resources.assets	TextAsset	journals	158	m_Script[chest_skipped].text	csv row 75	high	player-facing TextAsset CSV payload
No Junk Needed!	resources.assets	TextAsset	journals	158	m_Script[chest_skipped].title	csv row 75	high	player-facing TextAsset CSV payload
Note to self: Not everything shaped like treasure is actually treasure.<br>These waters find the most unexpected ways to end me when I’m not careful.	resources.assets	TextAsset	journals	158	m_Script[chestattack_attack].text	csv row 96	high	player-facing TextAsset CSV payload
Surprise…	resources.assets	TextAsset	journals	158	m_Script[chestattack_attack].title	csv row 96	high	player-facing TextAsset CSV payload
I fear that the chest I found has something alive inside it. The sounds reminded me of a rat, or worse.<br>I secured it for the night, I want no more surprises. Maybe I’ll just wait until whatever’s inside dies before I open it.	resources.assets	TextAsset	journals	158	m_Script[chestattack_net].text	csv row 97	high	player-facing TextAsset CSV payload
Better Safe than Sorry	resources.assets	TextAsset	journals	158	m_Script[chestattack_net].title	csv row 97	high	player-facing TextAsset CSV payload
As it turns out, the chest I dragged aboard had a hole in it… and a seagull living rent-free inside.<br>I just carried a heavy box all this way for feathers and droppings.	resources.assets	TextAsset	journals	158	m_Script[chestattack_seagull].text	csv row 95	high	player-facing TextAsset CSV payload
Surprise!	resources.assets	TextAsset	journals	158	m_Script[chestattack_seagull].title	csv row 95	high	player-facing TextAsset CSV payload
I was only half-asleep, but I swear the chest tried to escape from my boat.<br>It’s still right where I left it, but now I can’t shake off its… individuality, the way it stares back when I look at it.	resources.assets	TextAsset	journals	158	m_Script[chestattack_sleep].text	csv row 98	high	player-facing TextAsset CSV payload
Noises Within	resources.assets	TextAsset	journals	158	m_Script[chestattack_sleep].title	csv row 98	high	player-facing TextAsset CSV payload
Note to self: Not everything shaped like treasure is actually treasure.<br>These waters find the most unexpected ways to end me when I’m not careful.	resources.assets	TextAsset	journals	158	m_Script[chestattack_sleep_fail].text	csv row 99	high	player-facing TextAsset CSV payload
Surprise…	resources.assets	TextAsset	journals	158	m_Script[chestattack_sleep_fail].title	csv row 99	high	player-facing TextAsset CSV payload
Looking at my surroundings, it was clear I needed to navigate a bit, or the boat might drift into waters more dangerous than I could handle.<br>Truth be told, I have no idea where I’m headed. Let’s just hope it’s more pleasant than wherever I woke up last night…	resources.assets	TextAsset	journals	158	m_Script[dangerouswater_navigated].text	csv row 9	high	player-facing TextAsset CSV payload
Rock And Row	resources.assets	TextAsset	journals	158	m_Script[dangerouswater_navigated].title	csv row 9	high	player-facing TextAsset CSV payload
I felt the impact of a small rock scraping beneath the boat, so I got up to take a look around…<br>The area seemed pretty sketchy, but I still chose to go back to sleep and let the waves carry me out of there.<br>This way, I can’t blame myself for picking the wrong direction!	resources.assets	TextAsset	journals	158	m_Script[dangerouswater_slept].text	csv row 10	high	player-facing TextAsset CSV payload
Bumpy Sleep	resources.assets	TextAsset	journals	158	m_Script[dangerouswater_slept].title	csv row 10	high	player-facing TextAsset CSV payload
Sounds of slapping and flopping filled the air last night. I decided to investigate and find the source.<br>I couldn’t find anything. What made that sound?<br>I was hoping at least for a fish that made it onto the boat… then I could have had a fresh breakfast for myself.	resources.assets	TextAsset	journals	158	m_Script[fishinboat_empty].text	csv row 12	high	player-facing TextAsset CSV payload
Like a Fish?	resources.assets	TextAsset	journals	158	m_Script[fishinboat_empty].title	csv row 12	high	player-facing TextAsset CSV payload
Sounds of slapping and flopping filled the air last night. I decided to investigate and find the source.<br>And lo and behold! Somebody decided they wanted to be my breakfast today. There is still kindness in the rough seas.	resources.assets	TextAsset	journals	158	m_Script[fishinboat_fish].text	csv row 11	high	player-facing TextAsset CSV payload
A Tasty Guest	resources.assets	TextAsset	journals	158	m_Script[fishinboat_fish].title	csv row 11	high	player-facing TextAsset CSV payload
And I looked back.	resources.assets	TextAsset	journals	158	m_Script[fishinboat_rare].text	csv row 13	high	player-facing TextAsset CSV payload
I Looked at Me	resources.assets	TextAsset	journals	158	m_Script[fishinboat_rare].title	csv row 13	high	player-facing TextAsset CSV payload
Sounds of slapping and flopping filled the air last night.<br>It sounded like a fish following the boat, passionately trying to wake me up out of spite.<br>Needless to say, after getting back to sleep, I dreamt about fish… having a fistfight.	resources.assets	TextAsset	journals	158	m_Script[fishinboat_sleep].text	csv row 14	high	player-facing TextAsset CSV payload
Slaps To Sleep	resources.assets	TextAsset	journals	158	m_Script[fishinboat_sleep].title	csv row 14	high	player-facing TextAsset CSV payload
What a fortunate night! I woke up at just the right time to see a group of fish circling around the boat, so I took the chance to do some fishing!<br>I’m thankful for every bite I can get while sailing this old thing.	resources.assets	TextAsset	journals	158	m_Script[fishsquad_fished].text	csv row 52	high	player-facing TextAsset CSV payload
Supper!	resources.assets	TextAsset	journals	158	m_Script[fishsquad_fished].title	csv row 52	high	player-facing TextAsset CSV payload
I woke up to the sound of a group of fish getting too comfortable around the boat, so I tried catching at least one quickly, but failed miserably.<br>My disappointment could not be measured on this ruined night…	resources.assets	TextAsset	journals	158	m_Script[fishsquad_fishfail].text	csv row 53	high	player-facing TextAsset CSV payload
Empty Handed	resources.assets	TextAsset	journals	158	m_Script[fishsquad_fishfail].title	csv row 53	high	player-facing TextAsset CSV payload
I was already half-asleep when a group of fish swam very close to the boat.<br>I started counting them like sheep, then I fell asleep. Maybe I could have caught at least one to eat… I also hoped it could taste like lamb.	resources.assets	TextAsset	journals	158	m_Script[fishsquad_sleep].text	csv row 54	high	player-facing TextAsset CSV payload
Dreaming Fishing	resources.assets	TextAsset	journals	158	m_Script[fishsquad_sleep].title	csv row 54	high	player-facing TextAsset CSV payload
I hope I made the right decision by continuing.<br>I can’t stop now.	resources.assets	TextAsset	journals	158	m_Script[foundland_skipped].text	csv row 122	high	player-facing TextAsset CSV payload
Trust	resources.assets	TextAsset	journals	158	m_Script[foundland_skipped].title	csv row 122	high	player-facing TextAsset CSV payload
At night, I can’t trust anything anymore. Not even my friend, who I’ve sailed with for years.<br>I saw through the illusion, but it sounded near perfect.<br>Now I’m getting paranoid. I’m too afraid to even help others anymore…<br>Doing so would risk my own life.	resources.assets	TextAsset	journals	158	m_Script[friendevil_flashlight].text	csv row 124	high	player-facing TextAsset CSV payload
Swindler	resources.assets	TextAsset	journals	158	m_Script[friendevil_flashlight].title	csv row 124	high	player-facing TextAsset CSV payload
At night, I can’t trust anything anymore. Not even my friend, who I’ve sailed with for years.<br>I know this was some sort of illusion, but it felt so real…<br>Now I’m paranoid. If I were the only one here… would that thing take my form instead?	resources.assets	TextAsset	journals	158	m_Script[friendevil_slept_attack].text	csv row 126	high	player-facing TextAsset CSV payload
Swindler	resources.assets	TextAsset	journals	158	m_Script[friendevil_slept_attack].title	csv row 126	high	player-facing TextAsset CSV payload
My shipmate woke last night, but something felt wrong. Maybe I was just drowsy, but that voice was… off.<br>I just didn’t trust it. <br>I ignored it and pretended to be asleep until I truly dozed off.<br>My mate does not recall being awake that night…	resources.assets	TextAsset	journals	158	m_Script[friendevil_slept_good].text	csv row 125	high	player-facing TextAsset CSV payload
Trust Issues	resources.assets	TextAsset	journals	158	m_Script[friendevil_slept_good].title	csv row 125	high	player-facing TextAsset CSV payload
At night, I can’t trust anything anymore. Not even my friend, who I’ve sailed with for years.<br>I know this was some sort of illusion, but it felt so real…<br>Now I’m paranoid. I’m too afraid to even help others anymore…<br>Doing so would risk my own life.	resources.assets	TextAsset	journals	158	m_Script[friendevil_tried_help].text	csv row 123	high	player-facing TextAsset CSV payload
Swindler	resources.assets	TextAsset	journals	158	m_Script[friendevil_tried_help].title	csv row 123	high	player-facing TextAsset CSV payload
It’s hard for one to survive in the vastness of the seas, let alone two people.<br>At least when one of us feels unwell, the other can help out. We were prepared last night, but who knows when either of us will be left on our own without help…	resources.assets	TextAsset	journals	158	m_Script[friendsick_firstaidkit].text	csv row 15	high	player-facing TextAsset CSV payload
We Are Managing	resources.assets	TextAsset	journals	158	m_Script[friendsick_firstaidkit].title	csv row 15	high	player-facing TextAsset CSV payload
It’s hard for one to survive in the vastness of the seas, let alone two people.<br>We share our supplies when needed, so at least one of us can keep holding on. But who knows when either of us will be left on our own without help…	resources.assets	TextAsset	journals	158	m_Script[friendsick_foodbar].text	csv row 16	high	player-facing TextAsset CSV payload
We Are Managing	resources.assets	TextAsset	journals	158	m_Script[friendsick_foodbar].title	csv row 16	high	player-facing TextAsset CSV payload
It’s hard for one to survive in the vastness of the seas, let alone two people.<br>As long as only one of us is sick or injured, the other can manage resources and keep us rowing.<br>But we need to be ready for the day one of us is ultimately left alone…	resources.assets	TextAsset	journals	158	m_Script[friendsick_sleep].text	csv row 19	high	player-facing TextAsset CSV payload
